sequence_id,dataset,risk_level
S014C002P008R002A009,NTU,low_risk
S014C002P008R002A042,NTU,moderate_risk
S014C002P008R002A043,NTU,high_risk
S014C002P019R001A008,NTU,low_risk
S014C002P019R001A009,NTU,low_risk
S014C002P019R001A042,NTU,moderate_risk
S014C002P019R001A043,NTU,high_risk
S014C002P019R002A008,NTU,low_risk
S014C002P019R002A009,NTU,low_risk
S014C002P019R002A042,NTU,moderate_risk
S014C002P019R002A043,NTU,high_risk
S014C002P025R001A008,NTU,low_risk
S014C002P025R001A009,NTU,low_risk
S014C002P025R001A042,NTU,moderate_risk
S014C002P025R001A043,NTU,high_risk
S014C002P025R002A008,NTU,low_risk
S014C002P025R002A009,NTU,low_risk
S014C002P025R002A042,NTU,moderate_risk
S014C002P025R002A043,NTU,high_risk
S014C002P027R001A008,NTU,low_risk
S014C002P027R001A009,NTU,low_risk
S014C002P027R001A042,NTU,moderate_risk
S014C002P027R001A043,NTU,high_risk
S014C002P027R002A008,NTU,low_risk
S014C002P027R002A009,NTU,low_risk
S014C002P027R002A042,NTU,moderate_risk
S014C002P027R002A043,NTU,high_risk
S014C002P039R001A008,NTU,low_risk
S014C002P039R001A009,NTU,low_risk
S014C002P039R001A042,NTU,moderate_risk
S014C002P039R001A043,NTU,high_risk
S014C002P039R002A008,NTU,low_risk
S014C002P039R002A009,NTU,low_risk
S014C002P039R002A042,NTU,moderate_risk
S014C002P039R002A043,NTU,high_risk
S014C003P008R001A008,NTU,low_risk
S014C003P008R001A009,NTU,low_risk
S014C003P008R001A042,NTU,moderate_risk
S014C003P008R001A043,NTU,high_risk
S014C003P008R002A008,NTU,low_risk
S014C003P008R002A009,NTU,low_risk
S014C003P008R002A042,NTU,moderate_risk
S014C003P008R002A043,NTU,high_risk
S014C003P019R001A008,NTU,low_risk
S014C003P019R001A009,NTU,low_risk
S014C003P019R001A042,NTU,moderate_risk
S014C003P019R001A043,NTU,high_risk
S014C003P019R002A008,NTU,low_risk
S014C003P019R002A009,NTU,low_risk
S014C003P019R002A042,NTU,moderate_risk
S014C003P019R002A043,NTU,high_risk
S014C003P025R001A008,NTU,low_risk
S014C003P025R001A009,NTU,low_risk
S014C003P025R001A042,NTU,moderate_risk
S014C003P025R001A043,NTU,high_risk
S014C003P025R002A008,NTU,low_risk
S014C003P025R002A009,NTU,low_risk
S014C003P025R002A042,NTU,moderate_risk
S014C003P025R002A043,NTU,high_risk
S014C003P027R001A008,NTU,low_risk
S014C003P027R001A009,NTU,low_risk
S014C003P027R001A042,NTU,moderate_risk
S014C003P027R001A043,NTU,high_risk
S014C003P027R002A008,NTU,low_risk
S014C003P027R002A009,NTU,low_risk
S014C003P027R002A042,NTU,moderate_risk
S014C003P027R002A043,NTU,high_risk
S014C003P039R001A008,NTU,low_risk
S014C003P039R001A009,NTU,low_risk
S014C003P039R001A042,NTU,moderate_risk
S014C003P039R001A043,NTU,high_risk
S014C003P039R002A008,NTU,low_risk
S014C003P039R002A009,NTU,low_risk
S014C003P039R002A042,NTU,moderate_risk
S014C003P039R002A043,NTU,high_risk
S015C001P008R001A008,NTU,low_risk
S015C001P008R001A009,NTU,low_risk
S015C001P008R001A042,NTU,moderate_risk
S015C001P008R001A043,NTU,high_risk
S015C001P008R002A008,NTU,low_risk
S015C001P008R002A009,NTU,low_risk
S015C001P008R002A042,NTU,moderate_risk
S015C001P008R002A043,NTU,high_risk
S015C001P016R001A008,NTU,low_risk
S015C001P016R001A009,NTU,low_risk
S015C001P016R001A042,NTU,moderate_risk
S015C001P016R001A043,NTU,high_risk
S015C001P016R002A008,NTU,low_risk
S015C001P016R002A009,NTU,low_risk
S015C001P016R002A042,NTU,moderate_risk
S015C001P016R002A043,NTU,high_risk
S015C001P019R001A008,NTU,low_risk
S015C001P019R001A009,NTU,low_risk
S015C001P019R001A042,NTU,moderate_risk
S015C001P019R001A043,NTU,high_risk
S015C001P019R002A008,NTU,low_risk
S015C001P019R002A009,NTU,low_risk
S015C001P019R002A042,NTU,moderate_risk
S015C001P019R002A043,NTU,high_risk
S015C001P025R001A008,NTU,low_risk
S015C001P025R001A009,NTU,low_risk
S015C001P025R001A042,NTU,moderate_risk
S015C001P025R001A043,NTU,high_risk
S015C001P025R002A008,NTU,low_risk
S015C001P025R002A009,NTU,low_risk
S015C001P025R002A042,NTU,moderate_risk
S015C001P025R002A043,NTU,high_risk
S015C002P008R001A008,NTU,low_risk
S015C002P008R001A009,NTU,low_risk
S015C002P008R001A042,NTU,moderate_risk
S015C002P008R001A043,NTU,high_risk
S015C002P008R002A008,NTU,low_risk
S015C002P008R002A009,NTU,low_risk
S015C002P008R002A042,NTU,moderate_risk
S015C002P008R002A043,NTU,high_risk
S015C002P016R001A008,NTU,low_risk
S015C002P016R001A009,NTU,low_risk
S015C002P016R001A042,NTU,moderate_risk
S015C002P016R001A043,NTU,high_risk
S015C002P016R002A008,NTU,low_risk
S015C002P016R002A009,NTU,low_risk
S015C002P016R002A042,NTU,moderate_risk
S015C002P016R002A043,NTU,high_risk
S015C002P019R001A008,NTU,low_risk
S015C002P019R001A009,NTU,low_risk
S015C002P019R001A042,NTU,moderate_risk
S015C002P019R001A043,NTU,high_risk
S015C002P019R002A008,NTU,low_risk
S015C002P019R002A009,NTU,low_risk
S015C002P019R002A042,NTU,moderate_risk
S015C002P019R002A043,NTU,high_risk
S015C002P025R001A008,NTU,low_risk
S015C002P025R001A009,NTU,low_risk
S015C002P025R001A042,NTU,moderate_risk
S015C002P025R001A043,NTU,high_risk
S015C002P025R002A008,NTU,low_risk
S015C002P025R002A009,NTU,low_risk
S015C002P025R002A042,NTU,moderate_risk
S015C002P025R002A043,NTU,high_risk
S015C003P008R001A008,NTU,low_risk
S015C003P008R001A009,NTU,low_risk
S015C003P008R001A042,NTU,moderate_risk
S015C003P008R001A043,NTU,high_risk
S015C003P008R002A008,NTU,low_risk
S015C003P008R002A009,NTU,low_risk
S015C003P008R002A042,NTU,moderate_risk
S015C003P008R002A043,NTU,high_risk
S015C003P016R001A008,NTU,low_risk
S015C003P016R001A009,NTU,low_risk
S015C003P016R001A042,NTU,moderate_risk
S015C003P016R001A043,NTU,high_risk
S015C003P016R002A008,NTU,low_risk
S015C003P016R002A009,NTU,low_risk
S015C003P016R002A042,NTU,moderate_risk
S015C003P016R002A043,NTU,high_risk
S015C003P019R001A008,NTU,low_risk
S015C003P019R001A009,NTU,low_risk
S015C003P019R001A042,NTU,moderate_risk
S015C003P019R001A043,NTU,high_risk
S015C003P019R002A008,NTU,low_risk
S015C003P019R002A009,NTU,low_risk
S015C003P019R002A042,NTU,moderate_risk
S015C003P019R002A043,NTU,high_risk
S015C003P025R001A008,NTU,low_risk
S015C003P025R001A009,NTU,low_risk
S015C003P025R001A042,NTU,moderate_risk
S015C003P025R001A043,NTU,high_risk
S015C003P025R002A008,NTU,low_risk
S015C003P025R002A009,NTU,low_risk
S015C003P025R002A042,NTU,moderate_risk
S015C003P025R002A043,NTU,high_risk
S016C001P008R001A008,NTU,low_risk
S016C001P008R001A009,NTU,low_risk
S016C001P008R001A042,NTU,moderate_risk
S016C001P008R001A043,NTU,high_risk
S016C001P008R002A008,NTU,low_risk
S016C001P008R002A009,NTU,low_risk
S016C001P008R002A042,NTU,moderate_risk
S016C001P008R002A043,NTU,high_risk
S016C001P019R001A008,NTU,low_risk
S016C001P019R001A009,NTU,low_risk
S016C001P019R001A042,NTU,moderate_risk
S016C001P019R001A043,NTU,high_risk
S016C001P019R002A008,NTU,low_risk
S016C001P019R002A009,NTU,low_risk
S016C001P019R002A042,NTU,moderate_risk
S016C001P019R002A043,NTU,high_risk
S016C001P021R001A008,NTU,low_risk
S016C001P021R001A009,NTU,low_risk
S016C001P021R001A042,NTU,moderate_risk
S016C001P021R001A043,NTU,high_risk
S016C001P021R002A008,NTU,low_risk
S016C001P021R002A009,NTU,low_risk
S016C001P021R002A042,NTU,moderate_risk
S016C001P021R002A043,NTU,high_risk
S016C001P025R001A008,NTU,low_risk
S016C001P025R001A009,NTU,low_risk
S016C001P025R001A042,NTU,moderate_risk
S016C001P025R001A043,NTU,high_risk
S016C001P025R002A008,NTU,low_risk
S016C001P025R002A009,NTU,low_risk
S016C001P025R002A042,NTU,moderate_risk
S016C001P025R002A043,NTU,high_risk
S016C001P039R001A008,NTU,low_risk
S016C001P039R001A009,NTU,low_risk
S016C001P039R001A042,NTU,moderate_risk
S016C001P039R001A043,NTU,high_risk
S016C001P039R002A008,NTU,low_risk
S016C001P039R002A009,NTU,low_risk
S016C001P039R002A042,NTU,moderate_risk
S016C001P039R002A043,NTU,high_risk
S016C001P040R001A008,NTU,low_risk
S016C001P040R001A009,NTU,low_risk
S016C001P040R001A042,NTU,moderate_risk
S016C001P040R001A043,NTU,high_risk
S016C001P040R002A008,NTU,low_risk
S016C001P040R002A009,NTU,low_risk
S016C001P040R002A042,NTU,moderate_risk
S016C001P040R002A043,NTU,high_risk
S016C002P008R001A008,NTU,low_risk
S016C002P008R001A009,NTU,low_risk
S016C002P008R001A042,NTU,moderate_risk
S016C002P008R001A043,NTU,high_risk
S016C002P008R002A008,NTU,low_risk
S016C002P008R002A009,NTU,low_risk
S016C002P008R002A042,NTU,moderate_risk
S016C002P008R002A043,NTU,high_risk
S016C002P019R001A008,NTU,low_risk
S016C002P019R001A009,NTU,low_risk
S016C002P019R001A042,NTU,moderate_risk
S016C002P019R001A043,NTU,high_risk
S016C002P019R002A008,NTU,low_risk
S016C002P019R002A009,NTU,low_risk
S016C002P019R002A042,NTU,moderate_risk
S016C002P019R002A043,NTU,high_risk
S016C002P021R001A008,NTU,low_risk
S016C002P021R001A009,NTU,low_risk
S016C002P021R001A042,NTU,moderate_risk
S016C002P021R001A043,NTU,high_risk
S016C002P021R002A008,NTU,low_risk
S016C002P021R002A009,NTU,low_risk
S016C002P021R002A042,NTU,moderate_risk
S016C002P021R002A043,NTU,high_risk
S016C002P025R001A008,NTU,low_risk
S016C002P025R001A009,NTU,low_risk
S016C002P025R001A042,NTU,moderate_risk
S016C002P025R001A043,NTU,high_risk
S016C002P025R002A008,NTU,low_risk
S016C002P025R002A009,NTU,low_risk
S016C002P025R002A042,NTU,moderate_risk
S016C002P025R002A043,NTU,high_risk
S016C002P039R001A008,NTU,low_risk
S016C002P039R001A009,NTU,low_risk
S016C002P039R001A042,NTU,moderate_risk
S016C002P039R001A043,NTU,high_risk
S016C002P039R002A008,NTU,low_risk
S016C002P039R002A009,NTU,low_risk
S016C002P039R002A042,NTU,moderate_risk
S016C002P039R002A043,NTU,high_risk
S016C002P040R001A008,NTU,low_risk
S016C002P040R001A009,NTU,low_risk
S016C002P040R001A042,NTU,moderate_risk
S016C002P040R001A043,NTU,high_risk
S016C002P040R002A008,NTU,low_risk
S016C002P040R002A009,NTU,low_risk
S016C002P040R002A042,NTU,moderate_risk
S016C002P040R002A043,NTU,high_risk
S016C003P008R001A008,NTU,low_risk
S016C003P008R001A009,NTU,low_risk
S016C003P008R001A042,NTU,moderate_risk
S016C003P008R001A043,NTU,high_risk
S016C003P008R002A008,NTU,low_risk
S016C003P008R002A009,NTU,low_risk
S016C003P008R002A042,NTU,moderate_risk
S016C003P008R002A043,NTU,high_risk
S016C003P019R001A008,NTU,low_risk
S016C003P019R001A009,NTU,low_risk
S016C003P019R001A042,NTU,moderate_risk
S016C003P019R001A043,NTU,high_risk
S016C003P019R002A008,NTU,low_risk
S016C003P019R002A009,NTU,low_risk
S016C003P019R002A042,NTU,moderate_risk
S016C003P019R002A043,NTU,high_risk
S016C003P021R001A008,NTU,low_risk
S016C003P021R001A009,NTU,low_risk
S016C003P021R001A042,NTU,moderate_risk
S016C003P021R001A043,NTU,high_risk
S016C003P021R002A008,NTU,low_risk
S016C003P021R002A009,NTU,low_risk
S016C003P021R002A042,NTU,moderate_risk
S016C003P021R002A043,NTU,high_risk
S016C003P025R001A008,NTU,low_risk
S016C003P025R001A009,NTU,low_risk
S016C003P025R001A042,NTU,moderate_risk
S016C003P025R001A043,NTU,high_risk
S016C003P025R002A008,NTU,low_risk
S016C003P025R002A009,NTU,low_risk
S016C003P025R002A042,NTU,moderate_risk
S016C003P025R002A043,NTU,high_risk
S016C003P039R001A008,NTU,low_risk
S016C003P039R001A009,NTU,low_risk
S016C003P039R001A042,NTU,moderate_risk
S016C003P039R001A043,NTU,high_risk
S016C003P039R002A008,NTU,low_risk
S016C003P039R002A009,NTU,low_risk
S016C003P039R002A042,NTU,moderate_risk
S016C003P039R002A043,NTU,high_risk
S016C003P040R001A008,NTU,low_risk
S016C003P040R001A009,NTU,low_risk
S016C003P040R001A042,NTU,moderate_risk
S016C003P040R001A043,NTU,high_risk
S016C003P040R002A008,NTU,low_risk
S016C003P040R002A009,NTU,low_risk
S016C003P040R002A042,NTU,moderate_risk
S016C003P040R002A043,NTU,high_risk
S017C001P003R001A008,NTU,low_risk
S017C001P003R001A009,NTU,low_risk
S017C001P003R001A042,NTU,moderate_risk
S017C001P003R001A043,NTU,high_risk
S017C001P003R002A008,NTU,low_risk
S017C001P003R002A009,NTU,low_risk
S017C001P003R002A042,NTU,moderate_risk
S017C001P003R002A043,NTU,high_risk
S017C001P008R001A008,NTU,low_risk
S017C001P008R001A009,NTU,low_risk
S017C001P008R001A042,NTU,moderate_risk
S017C001P008R001A043,NTU,high_risk
S017C001P008R002A008,NTU,low_risk
S017C001P008R002A009,NTU,low_risk
S017C001P008R002A042,NTU,moderate_risk
S017C001P008R002A043,NTU,high_risk
S017C001P016R001A008,NTU,low_risk
S017C001P016R001A009,NTU,low_risk
S017C001P016R001A042,NTU,moderate_risk
S017C001P016R001A043,NTU,high_risk
S017C001P016R002A008,NTU,low_risk
S017C001P016R002A009,NTU,low_risk
S017C001P016R002A042,NTU,moderate_risk
S017C001P016R002A043,NTU,high_risk
S017C002P003R001A008,NTU,low_risk
S017C002P003R001A009,NTU,low_risk
S017C002P003R001A042,NTU,moderate_risk
S017C002P003R001A043,NTU,high_risk
S017C002P003R002A008,NTU,low_risk
S017C002P003R002A009,NTU,low_risk
S017C002P003R002A042,NTU,moderate_risk
S017C002P003R002A043,NTU,high_risk
S017C002P008R001A008,NTU,low_risk
S017C002P008R001A009,NTU,low_risk
S017C002P008R001A042,NTU,moderate_risk
S017C002P008R001A043,NTU,high_risk
S017C002P008R002A008,NTU,low_risk
S017C002P008R002A009,NTU,low_risk
S017C002P008R002A042,NTU,moderate_risk
S017C002P008R002A043,NTU,high_risk
S017C002P016R001A008,NTU,low_risk
S017C002P016R001A009,NTU,low_risk
S017C002P016R001A042,NTU,moderate_risk
S017C002P016R001A043,NTU,high_risk
S017C002P016R002A008,NTU,low_risk
S017C002P016R002A009,NTU,low_risk
S017C002P016R002A042,NTU,moderate_risk
S017C002P016R002A043,NTU,high_risk
S017C003P003R001A008,NTU,low_risk
S017C003P003R001A009,NTU,low_risk
S017C003P003R001A042,NTU,moderate_risk
S017C003P003R001A043,NTU,high_risk
S017C003P003R002A008,NTU,low_risk
S017C003P003R002A009,NTU,low_risk
S017C003P003R002A042,NTU,moderate_risk
S017C003P003R002A043,NTU,high_risk
S017C003P008R001A008,NTU,low_risk
S017C003P008R001A009,NTU,low_risk
S017C003P008R001A042,NTU,moderate_risk
S017C003P008R001A043,NTU,high_risk
S017C003P008R002A008,NTU,low_risk
S017C003P008R002A009,NTU,low_risk
S017C003P008R002A042,NTU,moderate_risk
S017C003P008R002A043,NTU,high_risk
S017C003P016R001A008,NTU,low_risk
S017C003P016R001A009,NTU,low_risk
S017C003P016R001A042,NTU,moderate_risk
S017C003P016R001A043,NTU,high_risk
S017C003P016R002A008,NTU,low_risk
S017C003P016R002A009,NTU,low_risk
S017C003P016R002A042,NTU,moderate_risk
S017C003P016R002A043,NTU,high_risk
S018C001P008R001A080,NTU,moderate_risk
S018C001P008R002A080,NTU,moderate_risk
S018C001P041R001A080,NTU,moderate_risk
S018C001P041R002A080,NTU,moderate_risk
S018C001P043R001A080,NTU,moderate_risk
S018C001P043R002A080,NTU,moderate_risk
S018C001P044R001A080,NTU,moderate_risk
S018C001P044R002A080,NTU,moderate_risk
S018C002P008R001A080,NTU,moderate_risk
S018C002P008R002A080,NTU,moderate_risk
S018C002P041R001A080,NTU,moderate_risk
S018C002P041R002A080,NTU,moderate_risk
S018C002P043R001A080,NTU,moderate_risk
S018C002P043R002A080,NTU,moderate_risk
S018C002P044R001A080,NTU,moderate_risk
S018C002P044R002A080,NTU,moderate_risk
S018C003P008R001A080,NTU,moderate_risk
S018C003P008R002A080,NTU,moderate_risk
S018C003P041R001A080,NTU,moderate_risk
S018C003P041R002A080,NTU,moderate_risk
S018C003P043R001A080,NTU,moderate_risk
S018C003P043R002A080,NTU,moderate_risk
S018C003P044R001A080,NTU,moderate_risk
S018C003P044R002A080,NTU,moderate_risk
S019C001P008R001A080,NTU,moderate_risk
S019C001P008R002A080,NTU,moderate_risk
S019C001P041R001A080,NTU,moderate_risk
S019C001P041R002A080,NTU,moderate_risk
S019C001P046R001A080,NTU,moderate_risk
S019C001P046R002A080,NTU,moderate_risk
S019C001P047R001A080,NTU,moderate_risk
S019C001P047R002A080,NTU,moderate_risk
S019C001P049R001A080,NTU,moderate_risk
S019C001P049R002A080,NTU,moderate_risk
S019C001P051R001A080,NTU,moderate_risk
S019C001P051R002A080,NTU,moderate_risk
S019C002P008R001A080,NTU,moderate_risk
S019C002P008R002A080,NTU,moderate_risk
S019C002P041R001A080,NTU,moderate_risk
S019C002P041R002A080,NTU,moderate_risk
S019C002P046R001A080,NTU,moderate_risk
S019C002P046R002A080,NTU,moderate_risk
S019C002P047R001A080,NTU,moderate_risk
S019C002P047R002A080,NTU,moderate_risk
S019C002P049R001A080,NTU,moderate_risk
S019C002P049R002A080,NTU,moderate_risk
S019C002P051R001A080,NTU,moderate_risk
S019C002P051R002A080,NTU,moderate_risk
S019C003P008R001A080,NTU,moderate_risk
S019C003P008R002A080,NTU,moderate_risk
S019C003P041R001A080,NTU,moderate_risk
S019C003P041R002A080,NTU,moderate_risk
S019C003P046R001A080,NTU,moderate_risk
S019C003P046R002A080,NTU,moderate_risk
S019C003P047R001A080,NTU,moderate_risk
S019C003P047R002A080,NTU,moderate_risk
S019C003P049R001A080,NTU,moderate_risk
S019C003P049R002A080,NTU,moderate_risk
S019C003P051R001A080,NTU,moderate_risk
S019C003P051R002A080,NTU,moderate_risk
S020C001P008R001A080,NTU,moderate_risk
S020C001P008R002A080,NTU,moderate_risk
S020C001P041R001A080,NTU,moderate_risk
S020C001P041R002A080,NTU,moderate_risk
S020C001P043R001A080,NTU,moderate_risk
S020C001P043R002A080,NTU,moderate_risk
S020C001P044R001A080,NTU,moderate_risk
S020C001P044R002A080,NTU,moderate_risk
S020C001P052R001A080,NTU,moderate_risk
S020C001P052R002A080,NTU,moderate_risk
S020C001P053R001A080,NTU,moderate_risk
S020C001P053R002A080,NTU,moderate_risk
S020C002P008R001A080,NTU,moderate_risk
S020C002P008R002A080,NTU,moderate_risk
S020C002P041R001A080,NTU,moderate_risk
S020C002P041R002A080,NTU,moderate_risk
S020C002P043R001A080,NTU,moderate_risk
S020C002P043R002A080,NTU,moderate_risk
S020C002P044R001A080,NTU,moderate_risk
S020C002P044R002A080,NTU,moderate_risk
S020C002P052R001A080,NTU,moderate_risk
S020C002P052R002A080,NTU,moderate_risk
S020C002P053R001A080,NTU,moderate_risk
S020C002P053R002A080,NTU,moderate_risk
S020C003P008R001A080,NTU,moderate_risk
S020C003P008R002A080,NTU,moderate_risk
S020C003P041R001A080,NTU,moderate_risk
S020C003P041R002A080,NTU,moderate_risk
S020C003P043R001A080,NTU,moderate_risk
S020C003P043R002A080,NTU,moderate_risk
S020C003P044R001A080,NTU,moderate_risk
S020C003P044R002A080,NTU,moderate_risk
S020C003P052R001A080,NTU,moderate_risk
S020C003P052R002A080,NTU,moderate_risk
S020C003P053R001A080,NTU,moderate_risk
S020C003P053R002A080,NTU,moderate_risk
S021C001P056R001A080,NTU,moderate_risk
S021C001P056R002A080,NTU,moderate_risk
S021C001P057R001A080,NTU,moderate_risk
S021C001P057R002A080,NTU,moderate_risk
S021C001P058R001A080,NTU,moderate_risk
S021C001P058R002A080,NTU,moderate_risk
S021C001P060R001A080,NTU,moderate_risk
S021C001P060R002A080,NTU,moderate_risk
S021C002P056R001A080,NTU,moderate_risk
S021C002P056R002A080,NTU,moderate_risk
S021C002P057R001A080,NTU,moderate_risk
S021C002P057R002A080,NTU,moderate_risk
S021C002P058R001A080,NTU,moderate_risk
S021C002P058R002A080,NTU,moderate_risk
S021C002P060R001A080,NTU,moderate_risk
S021C002P060R002A080,NTU,moderate_risk
S021C003P056R001A080,NTU,moderate_risk
S021C003P056R002A080,NTU,moderate_risk
S021C003P057R001A080,NTU,moderate_risk
S021C003P057R002A080,NTU,moderate_risk
S021C003P058R001A080,NTU,moderate_risk
S021C003P058R002A080,NTU,moderate_risk
S021C003P060R001A080,NTU,moderate_risk
S021C003P060R002A080,NTU,moderate_risk
S022C001P061R001A080,NTU,moderate_risk
S022C001P061R002A080,NTU,moderate_risk
S022C001P062R001A080,NTU,moderate_risk
S022C001P062R002A080,NTU,moderate_risk
S022C001P063R001A080,NTU,moderate_risk
S022C001P063R002A080,NTU,moderate_risk
S022C001P064R001A080,NTU,moderate_risk
S022C001P064R002A080,NTU,moderate_risk
S022C002P061R001A080,NTU,moderate_risk
S022C002P061R002A080,NTU,moderate_risk
S022C002P062R001A080,NTU,moderate_risk
S022C002P062R002A080,NTU,moderate_risk
S022C002P063R001A080,NTU,moderate_risk
S022C002P063R002A080,NTU,moderate_risk
S022C002P064R001A080,NTU,moderate_risk
S022C002P064R002A080,NTU,moderate_risk
S022C003P061R001A080,NTU,moderate_risk
S022C003P061R002A080,NTU,moderate_risk
S022C003P062R001A080,NTU,moderate_risk
S022C003P062R002A080,NTU,moderate_risk
S022C003P063R001A080,NTU,moderate_risk
S022C003P063R002A080,NTU,moderate_risk
S022C003P064R001A080,NTU,moderate_risk
S022C003P064R002A080,NTU,moderate_risk
S023C001P056R001A080,NTU,moderate_risk
S023C001P056R002A080,NTU,moderate_risk
S023C001P057R001A080,NTU,moderate_risk
S023C001P057R002A080,NTU,moderate_risk
S023C001P058R001A080,NTU,moderate_risk
S023C001P058R002A080,NTU,moderate_risk
S023C001P060R001A080,NTU,moderate_risk
S023C001P060R002A080,NTU,moderate_risk
S023C001P061R001A080,NTU,moderate_risk
S023C001P061R002A080,NTU,moderate_risk
S023C001P062R001A080,NTU,moderate_risk
S023C001P062R002A080,NTU,moderate_risk
S023C001P063R001A080,NTU,moderate_risk
S023C001P063R002A080,NTU,moderate_risk
S023C001P064R001A080,NTU,moderate_risk
S023C001P064R002A080,NTU,moderate_risk
S023C002P056R001A080,NTU,moderate_risk
S023C002P056R002A080,NTU,moderate_risk
S023C002P057R001A080,NTU,moderate_risk
S023C002P057R002A080,NTU,moderate_risk
S023C002P058R001A080,NTU,moderate_risk
S023C002P058R002A080,NTU,moderate_risk
S023C002P060R001A080,NTU,moderate_risk
S023C002P060R002A080,NTU,moderate_risk
S023C002P061R001A080,NTU,moderate_risk
S023C002P061R002A080,NTU,moderate_risk
S023C002P062R001A080,NTU,moderate_risk
S023C002P062R002A080,NTU,moderate_risk
S023C002P063R001A080,NTU,moderate_risk
S023C002P063R002A080,NTU,moderate_risk
S023C002P064R001A080,NTU,moderate_risk
S023C002P064R002A080,NTU,moderate_risk
S023C003P056R001A080,NTU,moderate_risk
S023C003P056R002A080,NTU,moderate_risk
S023C003P057R001A080,NTU,moderate_risk
S023C003P057R002A080,NTU,moderate_risk
S023C003P058R001A080,NTU,moderate_risk
S023C003P058R002A080,NTU,moderate_risk
S023C003P060R001A080,NTU,moderate_risk
S023C003P060R002A080,NTU,moderate_risk
S023C003P061R001A080,NTU,moderate_risk
S023C003P061R002A080,NTU,moderate_risk
S023C003P062R001A080,NTU,moderate_risk
S023C003P062R002A080,NTU,moderate_risk
S023C003P063R001A080,NTU,moderate_risk
S023C003P063R002A080,NTU,moderate_risk
S023C003P064R001A080,NTU,moderate_risk
S023C003P064R002A080,NTU,moderate_risk
S024C001P057R001A080,NTU,moderate_risk
S024C001P057R002A080,NTU,moderate_risk
S024C001P060R001A080,NTU,moderate_risk
S024C001P060R002A080,NTU,moderate_risk
S024C001P061R001A080,NTU,moderate_risk
S024C001P061R002A080,NTU,moderate_risk
S024C001P062R001A080,NTU,moderate_risk
S024C001P062R002A080,NTU,moderate_risk
S024C001P063R001A080,NTU,moderate_risk
S024C001P063R002A080,NTU,moderate_risk
S024C001P064R001A080,NTU,moderate_risk
S024C001P064R002A080,NTU,moderate_risk
S024C002P057R001A080,NTU,moderate_risk
S024C002P057R002A080,NTU,moderate_risk
S024C002P060R001A080,NTU,moderate_risk
S024C002P060R002A080,NTU,moderate_risk
S024C002P061R001A080,NTU,moderate_risk
S024C002P061R002A080,NTU,moderate_risk
S024C002P062R001A080,NTU,moderate_risk
S024C002P062R002A080,NTU,moderate_risk
S024C002P063R001A080,NTU,moderate_risk
S024C002P063R002A080,NTU,moderate_risk
S024C002P064R001A080,NTU,moderate_risk
S024C002P064R002A080,NTU,moderate_risk
S024C003P057R001A080,NTU,moderate_risk
S024C003P057R002A080,NTU,moderate_risk
S024C003P060R001A080,NTU,moderate_risk
S024C003P060R002A080,NTU,moderate_risk
S024C003P061R001A080,NTU,moderate_risk
S024C003P061R002A080,NTU,moderate_risk
S024C003P062R001A080,NTU,moderate_risk
S024C003P062R002A080,NTU,moderate_risk
S024C003P063R001A080,NTU,moderate_risk
S024C003P063R002A080,NTU,moderate_risk
S024C003P064R001A080,NTU,moderate_risk
S024C003P064R002A080,NTU,moderate_risk
S025C001P056R001A080,NTU,moderate_risk
S025C001P056R002A080,NTU,moderate_risk
S025C001P058R001A080,NTU,moderate_risk
S025C001P058R002A080,NTU,moderate_risk
S025C002P056R001A080,NTU,moderate_risk
S025C002P056R002A080,NTU,moderate_risk
S025C002P058R001A080,NTU,moderate_risk
S025C002P058R002A080,NTU,moderate_risk
S025C003P056R001A080,NTU,moderate_risk
S025C003P056R002A080,NTU,moderate_risk
S025C003P058R001A080,NTU,moderate_risk
S025C003P058R002A080,NTU,moderate_risk
S026C001P008R001A080,NTU,moderate_risk
S026C001P008R002A080,NTU,moderate_risk
S026C001P041R001A080,NTU,moderate_risk
S026C001P041R002A080,NTU,moderate_risk
S026C001P044R001A080,NTU,moderate_risk
S026C001P044R002A080,NTU,moderate_risk
S026C001P049R001A080,NTU,moderate_risk
S026C001P049R002A080,NTU,moderate_risk
S026C001P051R001A080,NTU,moderate_risk
S026C001P051R002A080,NTU,moderate_risk
S026C001P069R001A080,NTU,moderate_risk
S026C001P069R002A080,NTU,moderate_risk
S026C001P070R001A080,NTU,moderate_risk
S026C001P070R002A080,NTU,moderate_risk
S026C001P071R001A080,NTU,moderate_risk
S026C001P071R002A080,NTU,moderate_risk
S026C001P072R001A080,NTU,moderate_risk
S026C001P072R002A080,NTU,moderate_risk
S026C001P074R001A080,NTU,moderate_risk
S026C001P074R002A080,NTU,moderate_risk
S026C001P076R001A080,NTU,moderate_risk
S026C001P076R002A080,NTU,moderate_risk
S026C001P077R001A080,NTU,moderate_risk
S026C001P077R002A080,NTU,moderate_risk
S026C002P008R001A080,NTU,moderate_risk
S026C002P008R002A080,NTU,moderate_risk
S026C002P041R001A080,NTU,moderate_risk
S026C002P041R002A080,NTU,moderate_risk
S026C002P044R001A080,NTU,moderate_risk
S026C002P044R002A080,NTU,moderate_risk
S026C002P049R001A080,NTU,moderate_risk
S026C002P049R002A080,NTU,moderate_risk
S026C002P051R001A080,NTU,moderate_risk
S026C002P051R002A080,NTU,moderate_risk
S026C002P069R001A080,NTU,moderate_risk
