sequence_id,dataset,label,risk_level,pose_array_path,center_speed_mean,center_speed_max,center_speed_std,center_acceleration_mean,center_acceleration_max,center_acceleration_std,vertical_range,vertical_drop,sudden_vertical_change,torso_angle_mean,torso_angle_max,torso_angle_std,body_height_change,body_height_range,mean_joint_speed,max_joint_speed,std_joint_speed,instability_score
S028C002P046R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P046R001A080.npy,0.016573345,0.10850285,0.02001558,0.009406127,0.07702358,0.015078688,0.5966966,0.5608732,0.050801575,15.152905,45.951588,16.660795,-2.5221727,2.623341,0.031561673,0.71138406,0.06615739,0.086172976
S028C002P046R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P046R002A080.npy,0.01103843,0.033702996,0.009479546,0.002265633,0.018129308,0.004154788,0.700973,0.6672675,0.02892603,3.0075457,6.984949,1.6570102,-2.4757426,2.5761626,0.016628036,0.12211316,0.019021446,0.028500993
S028C002P048R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P048R001A080.npy,0.0136737125,0.11190626,0.019265965,0.006581631,0.0796775,0.013629694,0.38460523,0.3649425,0.021629393,21.134394,63.029892,23.636507,-2.2308183,2.3021522,0.025831688,0.3223224,0.042024445,0.06129041
S028C002P048R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P048R002A080.npy,0.014990615,0.080405176,0.01651893,0.0064197667,0.042567838,0.010375795,0.87309563,0.8467315,0.07490814,9.326068,31.479282,10.736672,-3.6097152,3.6097152,0.029345647,0.2015262,0.035488594,0.052007526
S028C002P070R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P070R001A080.npy,0.01769662,0.081004865,0.015779585,0.01474456,0.07406606,0.01581571,0.34162128,0.20980352,0.075481504,11.498857,20.503887,6.3605595,-1.3342586,1.6222701,0.032215632,0.43060553,0.050783485,0.06656307
S028C002P070R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P070R002A080.npy,0.006509621,0.07767127,0.011426147,0.005111764,0.07525483,0.0104924375,0.24945694,0.24515617,0.059135854,1.995938,5.5534954,1.801904,-1.3993597,1.4030981,0.014187176,0.24873438,0.022442842,0.03386899
S028C002P073R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P073R001A080.npy,0.018677955,0.114472106,0.022990094,0.015524152,0.09921238,0.022701489,0.45527002,0.39687255,0.046464026,15.349839,50.900352,16.287706,-2.5198426,2.7259986,0.031985626,0.76270247,0.0713021,0.09429219
S028C002P073R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P073R002A080.npy,0.015058886,0.12167887,0.023550285,0.012609514,0.09914605,0.022071525,0.53786397,0.5002089,0.12085068,7.2028112,29.591919,7.6058736,-3.1389785,3.1821167,0.029877549,0.31471846,0.048315126,0.07186541
S028C002P087R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P087R001A080.npy,0.012980801,0.053365834,0.012661674,0.006936542,0.054638334,0.013050424,0.4003001,0.34413007,0.04265362,13.14893,30.839106,11.768304,-1.8790903,2.0571952,0.023922002,0.29556322,0.038498107,0.05115978
S028C002P087R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C002P087R002A080.npy,0.01802716,0.11201306,0.023258295,0.012428042,0.17631431,0.024571477,0.62473726,0.6107211,0.10392213,4.2131906,14.85056,3.9882717,-3.232227,3.390084,0.03529227,0.3185652,0.04822512,0.07148342
S028C003P008R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P008R001A080.npy,0.011615499,0.06517451,0.013392323,0.0054583517,0.055730484,0.009657335,0.7077347,0.6998665,0.05857253,2.6342902,5.5445075,1.1954803,-2.8308814,2.8458946,0.022759767,0.23026167,0.029606588,0.04299891
S028C003P008R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P008R002A080.npy,0.017055726,0.07243077,0.01911346,0.015603499,0.12608063,0.02493538,0.43541628,0.38617864,0.033530653,10.003489,17.222708,4.641487,-1.9070673,2.0251365,0.03266921,0.57919866,0.046891622,0.06600508
S028C003P041R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P041R001A080.npy,0.015743267,0.09677061,0.01797434,0.011145491,0.096750274,0.020502238,0.39979994,0.32723755,0.09554976,3.012849,17.86972,4.3209205,-2.37156,2.418929,0.029335534,0.5140961,0.040023755,0.057998095
S028C003P041R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P041R002A080.npy,0.021232884,0.07396603,0.015255135,0.01756549,0.07679263,0.015402539,0.76001203,0.7338058,0.04772657,13.252107,25.379225,8.509157,-2.7937534,2.9337108,0.04187364,0.7480577,0.06646652,0.08172165
S028C003P042R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P042R001A080.npy,0.010416362,0.04637559,0.008960272,0.004413713,0.0369518,0.0064316266,0.62285113,0.61705065,0.028505445,1.6803929,2.9490776,0.46969846,-2.619098,2.6252177,0.017697595,0.15323305,0.022411779,0.03137205
S028C003P042R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P042R002A080.npy,0.013073955,0.05602507,0.012971815,0.009209376,0.0507362,0.012382882,0.5888118,0.5701598,0.04576829,8.478126,14.426149,3.5402224,-2.5715325,2.5715325,0.024257895,0.7161292,0.04421045,0.057182264
S028C003P043R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P043R001A080.npy,0.008795385,0.05446711,0.01036851,0.004599446,0.03771533,0.0069777975,0.4426302,0.4171159,0.035968244,1.8062433,4.9732003,1.273893,-1.7865541,1.8248742,0.018002497,0.20239095,0.023366442,0.03373495
S028C003P043R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P043R002A080.npy,0.009908899,0.06283083,0.010151546,0.008512017,0.060405552,0.011393021,0.39339772,0.3708298,0.030030906,12.942378,25.312454,9.246364,-1.8707819,1.9654369,0.02215122,0.55507547,0.04048003,0.050631575
S028C003P046R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P046R001A080.npy,0.011781239,0.0700436,0.011576418,0.0048364457,0.052328058,0.00718414,0.6860758,0.6444198,0.058106482,2.1467936,4.574554,1.4468801,-2.575805,2.7443447,0.02038222,0.22932254,0.024512127,0.036088545
S028C003P046R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P046R002A080.npy,0.01224091,0.04460588,0.009188102,0.0054652668,0.046928484,0.0077320375,0.68577236,0.65429324,0.027268529,11.549452,18.229412,5.0156155,-3.2512283,3.3117132,0.024070596,0.47500977,0.035861418,0.04504952
S028C003P048R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P048R001A080.npy,0.021514252,0.13364616,0.027444363,0.010743931,0.1122368,0.019661527,0.9291894,0.92142415,0.11630255,9.202993,89.18116,19.863081,-3.5522118,3.609294,0.03920405,0.5185803,0.05590397,0.083348334
S028C003P048R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P048R002A080.npy,0.020196704,0.19248955,0.027568175,0.014672299,0.15245104,0.023536028,0.9315455,0.90676194,0.1670661,19.07158,31.754593,10.921375,-3.519683,3.564076,0.035311844,1.3657881,0.083443396,0.11101157
S028C003P070R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P070R001A080.npy,0.009213797,0.070804074,0.011207693,0.0071924226,0.038692005,0.007966805,0.40914223,0.37967125,0.045839667,4.384207,9.591442,3.226305,-1.6077819,1.6839147,0.01879675,0.30722246,0.02731582,0.038523514
S028C003P070R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P070R002A080.npy,0.010553363,0.06753808,0.010776568,0.010609993,0.07429953,0.01166032,0.2533189,0.1932841,0.023346245,9.797186,22.511084,5.953861,-1.109837,1.2522311,0.022328904,0.7601919,0.04450271,0.055279277
S028C003P073R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P073R001A080.npy,0.0148081975,0.10624131,0.02094154,0.012721984,0.15280634,0.022670155,0.47113237,0.462783,0.10115814,2.37747,9.063167,2.6336217,-3.1526527,3.20849,0.028025463,0.35645822,0.040162835,0.061104376
S028C003P073R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P073R002A080.npy,0.018967697,0.09610201,0.019665578,0.020139212,0.09316847,0.020189846,0.53105617,0.4379549,0.07732248,23.05755,53.047413,14.069641,-2.4768255,3.0001566,0.039414328,1.0522705,0.07792886,0.09759444
S028C003P087R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P087R001A080.npy,0.01309827,0.061910033,0.013928329,0.0062059667,0.038542006,0.008828906,0.67528147,0.657243,0.051080406,4.040397,10.546035,2.5272858,-3.177518,3.1816416,0.024997141,0.30060402,0.033134382,0.04706271
S028C003P087R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S028C003P087R002A080.npy,0.015300793,0.09877841,0.01783506,0.0121148415,0.06723023,0.015011425,0.82100356,0.76153696,0.08908594,8.541493,20.438187,5.294878,-2.673566,2.823132,0.033505242,1.2663296,0.067088574,0.08492363
S029C001P006R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P006R001A080.npy,0.011388591,0.051769357,0.01262014,0.0043778303,0.0497864,0.009221248,0.3642591,0.34808424,0.03056693,10.134916,34.17232,7.5664797,-1.9601793,1.9987946,0.021269705,0.28655246,0.031583928,0.044204067
S029C001P006R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P006R002A080.npy,0.013292564,0.07804237,0.015052367,0.007110589,0.080642045,0.013028615,0.40528792,0.38692856,0.04601544,6.1122785,23.149952,7.2321253,-2.9091272,3.0320525,0.025156189,0.38560003,0.044064976,0.059117343
S029C001P008R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P008R001A080.npy,0.02259742,0.2805843,0.04286632,0.013372101,0.20440763,0.031118589,0.30997872,0.25082135,0.062546134,8.975648,27.667418,6.400125,-0.788023,1.8348465,0.05558145,1.1943703,0.12536545,0.16823177
S029C001P008R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P008R002A080.npy,0.009748912,0.043853406,0.010430717,0.0030398092,0.030409237,0.0058361962,0.32222965,0.11249611,0.04348272,5.454668,21.28297,6.2898545,-1.7946434,2.0533266,0.02197643,0.44227505,0.03552238,0.045953095
S029C001P041R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P041R001A080.npy,0.016262153,0.05544013,0.011850172,0.009020154,0.050620306,0.009794427,0.37946364,0.34439495,0.029263794,13.916747,37.021503,14.384856,-2.2008114,2.247467,0.031343613,0.26991725,0.0378111,0.04966127
S029C001P041R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P041R002A080.npy,0.02194426,0.07093767,0.01826449,0.017558381,0.10445167,0.02167106,0.17619216,0.07398367,0.06452894,11.6653385,38.293816,11.737729,-1.8241181,1.8386478,0.042840652,0.34387758,0.045697648,0.06396214
S029C001P043R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P043R001A080.npy,0.014919732,0.04638179,0.013159462,0.006205752,0.051407374,0.011178192,0.43769237,0.310531,0.037205786,15.432079,43.76595,12.532229,-2.1100023,2.324023,0.02912534,0.47979382,0.042846452,0.056005914
S029C001P043R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P043R002A080.npy,0.011250496,0.030674791,0.0074208006,0.005611295,0.039973352,0.008127884,0.16331357,0.11687714,0.017805219,18.406689,50.464363,18.18308,-1.7652068,1.9317212,0.023751384,0.3460276,0.03155144,0.03897224
S029C001P044R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P044R001A080.npy,0.016703919,0.08610886,0.018454518,0.008814813,0.08321507,0.015132965,0.57406306,0.50805366,0.07987359,25.336233,62.11102,22.653559,-2.8629093,3.053158,0.033079594,0.45396453,0.044924457,0.063378975
S029C001P044R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P044R002A080.npy,0.014627154,0.049455702,0.014174864,0.0056631025,0.06348751,0.010913154,0.33831352,0.26646215,0.045250595,11.074982,44.58861,12.992891,-2.6315503,2.6315503,0.02652064,0.5661726,0.04079686,0.054971725
S029C001P048R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P048R001A080.npy,0.013751378,0.053058296,0.014707597,0.0077601187,0.046903864,0.012154528,0.44282117,0.3278061,0.046242833,14.562346,48.27669,15.599339,-2.6200624,2.75058,0.0317978,0.37108713,0.040322173,0.055029772
S029C001P048R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P048R002A080.npy,0.020432524,0.106830746,0.019497396,0.0101073645,0.062376127,0.014802932,0.3247447,0.26940596,0.04114753,23.550484,70.59351,26.938126,-3.3269303,3.8505986,0.043429255,0.60626876,0.056099594,0.07559699
S029C001P049R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P049R001A080.npy,0.019898605,0.15432627,0.02378453,0.018172873,0.16042759,0.023698648,0.4892799,0.3466751,0.09645507,9.624923,37.197205,11.6341505,-2.82342,3.0183175,0.037992068,0.782455,0.062142238,0.08592677
S029C001P049R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P049R002A080.npy,0.021378404,0.060634594,0.015313933,0.0093809115,0.06731525,0.013153382,0.4707282,0.15180802,0.043204576,9.41222,34.962353,9.336957,-2.9321253,3.0833132,0.03995834,0.37313944,0.041757602,0.057071537
S029C001P051R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P051R001A080.npy,0.017696934,0.059378907,0.013185399,0.0066562174,0.038281225,0.009717079,0.52682185,0.38042945,0.050387383,16.531837,54.426258,16.46449,-2.5373158,2.6228414,0.03327284,0.38279867,0.040229287,0.053414688
S029C001P051R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P051R002A080.npy,0.029676327,0.13478036,0.032885548,0.013977104,0.16245055,0.031244798,0.8218421,0.7506912,0.05380231,11.768111,37.946342,11.04994,-4.2029147,4.2427683,0.06292171,0.39918017,0.07976823,0.11265378
S029C001P067R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P067R001A080.npy,0.024255972,0.12307488,0.028127922,0.015035851,0.105511576,0.02371772,0.6086228,0.564699,0.07698622,21.228455,33.747604,7.5654826,-2.8482633,2.8801503,0.041024797,1.1622517,0.09043922,0.11856715
S029C001P067R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P067R002A080.npy,0.013365865,0.04811675,0.010561839,0.006082897,0.039628524,0.008165583,0.3510111,0.29856485,0.026125133,15.173949,34.865227,11.203278,-1.8676939,2.0572162,0.027549403,0.23495509,0.032246567,0.042808406
S029C001P074R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P074R001A080.npy,0.0126713775,0.035269525,0.01038529,0.0056769964,0.0338849,0.008176259,0.33692777,0.32292706,0.032160938,11.036564,32.343166,10.920268,-2.144545,2.3341258,0.027296895,0.2619228,0.03759533,0.04798062
S029C001P074R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P074R002A080.npy,0.020372894,0.0986444,0.022326555,0.013786532,0.07428072,0.014817643,0.52873975,0.4276624,0.047148943,15.561954,38.96913,11.902142,-3.6053395,3.6053395,0.03861243,1.0044496,0.06077348,0.083100036
S029C001P075R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P075R001A080.npy,0.017455561,0.05622321,0.011540013,0.014749134,0.069226615,0.012298887,0.35633373,0.27867615,0.03545198,13.115547,33.94143,11.458738,-2.1184084,2.188719,0.03472982,0.73895425,0.046191048,0.057731062
S029C001P075R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P075R002A080.npy,0.019263765,0.091158405,0.017468546,0.018000508,0.1433367,0.020637276,0.29618683,0.1488024,0.07385036,8.02695,26.868876,8.202366,-2.1185477,2.2793493,0.03436921,0.56166863,0.04890586,0.066374406
S029C001P080R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P080R001A080.npy,0.023327196,0.09591319,0.020012097,0.015718406,0.06834444,0.016366554,0.623083,0.5843967,0.07984078,13.359137,44.106697,14.079202,-2.1662378,2.9259322,0.047727432,0.49610662,0.05847005,0.07848215
S029C001P080R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P080R002A080.npy,0.02705344,0.104302645,0.024965446,0.014517685,0.080128945,0.019013295,0.7323061,0.6793375,0.09363416,13.0643835,49.161537,13.049821,-3.7205064,3.7849739,0.049087636,0.6437697,0.06481678,0.08978222
S029C001P088R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P088R001A080.npy,0.014514521,0.05279689,0.012537923,0.0073390715,0.04331584,0.008590634,0.41486725,0.3923066,0.034885705,9.940191,31.454723,10.198455,-1.9206276,2.0307865,0.02407041,0.1826116,0.033798978,0.0463369
S029C001P088R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P088R002A080.npy,0.014719294,0.0475953,0.013130999,0.006000138,0.045930408,0.01161083,0.29579526,0.20226157,0.032598197,13.721724,40.904755,13.458007,-2.049089,2.09899,0.023671864,0.20048615,0.03156954,0.04470054
S029C001P089R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P089R001A080.npy,0.041173983,0.17596112,0.041227587,0.027523795,0.25979927,0.041317396,0.9043483,0.78682834,0.1373452,10.325028,52.6169,11.873914,-4.2548265,5.1247873,0.07404645,1.2614275,0.10764708,0.14887467
S029C001P089R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P089R002A080.npy,0.044970647,0.22939032,0.047913093,0.037739467,0.2117308,0.047710616,0.80296606,0.7808999,0.15528834,12.81321,54.590427,11.467001,-3.6918402,3.6995177,0.0859925,0.70325977,0.10192965,0.14984274
S029C001P090R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P090R001A080.npy,0.01184022,0.030286046,0.0080559105,0.006184445,0.05226179,0.011097454,0.27853554,0.18519545,0.025490224,9.130863,16.505247,4.6501255,-1.0392051,1.2544737,0.024429742,0.31296933,0.036772214,0.044828124
S029C001P090R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C001P090R002A080.npy,0.016020156,0.0407699,0.009881564,0.008794884,0.04679743,0.0108115645,0.29701424,0.0961867,0.02638036,6.4053745,13.343767,3.3664706,-1.0163684,1.5407376,0.035508696,0.6759785,0.057403784,0.06728535
S029C002P006R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P006R001A080.npy,0.008727148,0.03975328,0.01011863,0.0038082583,0.038706627,0.00753618,0.26445553,0.2375057,0.027495444,12.021405,31.213745,9.859075,-1.8324928,1.8552213,0.017853111,0.4354679,0.039097957,0.049216587
S029C002P006R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P006R002A080.npy,0.01199696,0.06127887,0.012225064,0.0051047583,0.050797965,0.008628966,0.306644,0.29372862,0.037404776,5.115393,18.913479,5.1341667,-2.6433716,2.6798415,0.022799514,0.18920946,0.030454123,0.042679187
S029C002P008R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P008R001A080.npy,0.02466278,0.08692749,0.022062192,0.012770689,0.12857655,0.025369534,0.2822683,0.118047535,0.08216455,76.604675,89.67181,10.946884,0.33486342,0.67645574,0.04355724,0.36568806,0.05687677,0.07893896
S029C002P008R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P008R002A080.npy,0.008568038,0.0347404,0.010105977,0.0030223213,0.037420884,0.00704101,0.21984828,0.13864148,0.031718493,5.5485573,16.868458,4.3230157,-2.0004342,2.0625584,0.021295778,0.12383518,0.024992764,0.03509874
S029C002P041R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P041R001A080.npy,0.018139701,0.070286915,0.013971441,0.011514075,0.07475895,0.013595833,0.3521089,0.24460286,0.035839617,18.606169,37.84677,12.693641,-1.781136,1.8754096,0.03384821,0.496149,0.045714118,0.059685558
S029C002P041R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P041R002A080.npy,0.024252577,0.07919522,0.015461203,0.0203666,0.104939096,0.02134937,0.10157409,-0.005700052,0.037402928,9.633346,28.338335,4.443284,0.0007650852,0.014612913,0.043594867,0.4551862,0.05133745,0.06679866
S029C002P043R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P043R001A080.npy,0.014487918,0.05600874,0.012831429,0.0066146636,0.05468795,0.010710302,0.36121646,0.33176163,0.035528004,22.59789,43.93779,14.846638,-1.9603758,2.3537393,0.029158117,0.34064087,0.04236089,0.05519232
S029C002P043R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P043R002A080.npy,0.031044908,0.10165747,0.020928103,0.018488036,0.11471577,0.025636043,0.23527656,-0.094396874,0.047792703,5.412604,35.386093,5.9133434,0.015514374,0.038200855,0.05316366,0.5681825,0.0580727,0.0790008
S029C002P044R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P044R001A080.npy,0.01587067,0.080949984,0.01595989,0.008646813,0.07383918,0.013127994,0.44098392,0.4049027,0.04088217,20.969927,38.28038,12.541577,-2.4949079,2.7111733,0.029034007,0.5745197,0.048021816,0.063981704
S029C002P044R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P044R002A080.npy,0.010292304,0.037807938,0.010841418,0.0036797086,0.028464187,0.00702363,0.26966932,0.23633638,0.032396734,3.0054193,16.052769,4.2223067,-2.1646998,2.2805924,0.020245284,0.19289443,0.026349884,0.0371913
S029C002P048R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P048R001A080.npy,0.019558523,0.07152876,0.014118588,0.010750037,0.06824565,0.01251315,0.28965133,0.22200769,0.027534723,21.717085,62.733788,22.619345,-2.410144,2.7133944,0.041099153,0.58248764,0.06531372,0.07943231
S029C002P048R002A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P048R002A080.npy,0.02800896,0.19958861,0.040445134,0.018178457,0.193289,0.037769407,0.6561084,0.6033555,0.19135737,4.1189322,12.938066,3.6216009,-3.1703904,3.2575624,0.051321335,0.5846178,0.08847726,0.1289224
S029C002P049R001A080,NTU,squat_down,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\squat_down\S029C002P049R001A080.npy,0.028139895,0.11439623,0.024653606,0.03149039,0.17060763,0.029961629,0.47685876,0.38873163,0.06917533,12.997815,47.575985,13.294383,-2.5843284,2.7403522,0.052877165,0.932908,0.080439486,0.10509309
