sequence_id,dataset,action_label,risk_level,mean_torso_inclination,std_torso_inclination,knee_hip_drop_ratio,ankle_motion,mean_body_height,std_body_height_norm,mean_joint_speed,std_hip_y,posture
S025C003P059R002A080,NTU,squat_down,moderate_risk,9.051,7.4811,0.2156,0.0119,4.6409,0.2203,0.036,0.025,Sitting
S025C003P065R001A080,NTU,squat_down,moderate_risk,9.1622,14.7406,0.2436,0.0032,4.4848,0.1908,0.026,0.3304,Sitting
S025C003P065R002A080,NTU,squat_down,moderate_risk,14.9617,14.8219,0.2546,0.0102,4.8526,0.127,0.031,0.1266,Sitting
S025C003P066R001A080,NTU,squat_down,moderate_risk,2.0226,2.0144,0.2746,0.0089,5.6614,0.1237,0.0314,0.155,Sitting
S025C003P066R002A080,NTU,squat_down,moderate_risk,12.486,8.8677,0.1903,0.0085,5.6307,0.1547,0.0394,0.0428,Sitting
S025C003P068R001A080,NTU,squat_down,moderate_risk,4.3568,5.7721,0.2511,0.0066,4.7977,0.1605,0.0295,0.3063,Sitting
S025C003P068R002A080,NTU,squat_down,moderate_risk,23.1399,15.0281,0.2454,0.009,5.0276,0.1664,0.0355,0.065,Sitting
S026C001P008R001A080,NTU,squat_down,moderate_risk,6.293,4.8762,0.2417,0.0103,4.6389,0.2247,0.0475,0.1985,Sitting
S026C001P008R002A080,NTU,squat_down,moderate_risk,12.4476,11.9391,0.2097,0.0079,5.0454,0.2441,0.0281,0.1165,Sitting
S026C001P041R001A080,NTU,squat_down,moderate_risk,66.521,11.2661,0.3929,0.029,3.603,0.1154,0.0615,0.2052,Sitting
S026C001P041R002A080,NTU,squat_down,moderate_risk,8.4683,7.0107,0.2113,0.004,5.3009,0.111,0.0191,0.0589,Sitting
S026C001P044R001A080,NTU,squat_down,moderate_risk,10.9157,10.5665,0.1872,0.009,4.2403,0.2601,0.0298,0.1027,Sitting
S026C001P044R002A080,NTU,squat_down,moderate_risk,12.0007,8.4428,0.1784,0.0064,4.5548,0.2243,0.022,0.0702,Sitting
S026C001P049R001A080,NTU,squat_down,moderate_risk,14.5918,10.3508,0.1751,0.0059,4.8444,0.2467,0.0213,0.1302,Sitting
S026C001P049R002A080,NTU,squat_down,moderate_risk,11.8646,8.3479,0.1856,0.0059,4.8539,0.2309,0.0238,0.0764,Sitting
S026C001P050R001A080,NTU,squat_down,moderate_risk,3.1753,1.6615,0.237,0.0058,5.0614,0.1867,0.0253,0.0522,Sitting
S026C001P050R002A080,NTU,squat_down,moderate_risk,2.9486,1.778,0.2296,0.0096,5.355,0.2043,0.0346,0.0885,Sitting
S026C001P051R001A080,NTU,squat_down,moderate_risk,6.8335,7.2942,0.2051,0.0049,5.0777,0.1332,0.0209,0.1121,Sitting
S026C001P051R002A080,NTU,squat_down,moderate_risk,9.1327,7.1141,0.2007,0.005,4.9902,0.1746,0.0242,0.1389,Sitting
S026C001P069R001A080,NTU,squat_down,moderate_risk,8.0849,5.7373,0.1939,0.0089,4.4204,0.2142,0.024,0.0505,Sitting
S026C001P069R002A080,NTU,squat_down,moderate_risk,5.0463,4.5562,0.1779,0.0076,4.7595,0.1824,0.0233,0.0376,Sitting
S026C001P070R001A080,NTU,squat_down,moderate_risk,13.9955,14.5397,0.2143,0.0044,5.4626,0.1233,0.0255,0.1282,Sitting
S026C001P070R002A080,NTU,squat_down,moderate_risk,12.8754,9.2696,0.1705,0.005,4.9002,0.1538,0.0213,0.0809,Sitting
S026C001P071R001A080,NTU,squat_down,moderate_risk,13.4221,11.9506,0.2113,0.0056,4.9461,0.2091,0.0216,0.141,Sitting
S026C001P071R002A080,NTU,squat_down,moderate_risk,15.3137,13.4174,0.2458,0.0038,5.3088,0.1374,0.018,0.1132,Sitting
S026C001P072R001A080,NTU,squat_down,moderate_risk,6.5865,5.6628,0.178,0.0044,5.2205,0.1464,0.0182,0.0486,Sitting
S026C001P072R002A080,NTU,squat_down,moderate_risk,6.3109,6.7151,0.2118,0.0034,5.5585,0.0913,0.0136,0.0468,Sitting
S026C001P074R001A080,NTU,squat_down,moderate_risk,11.2618,8.566,0.211,0.0081,4.2778,0.2848,0.0233,0.083,Sitting
S026C001P074R002A080,NTU,squat_down,moderate_risk,8.035,5.4526,0.2,0.0064,4.7844,0.2031,0.0224,0.0671,Sitting
S026C001P075R001A080,NTU,squat_down,moderate_risk,7.0768,6.704,0.1926,0.0054,4.8249,0.1043,0.0172,0.0779,Sitting
S026C001P075R002A080,NTU,squat_down,moderate_risk,9.1836,8.3161,0.2736,0.0072,5.7606,0.114,0.0376,0.0766,Sitting
S026C001P076R001A080,NTU,squat_down,moderate_risk,11.7435,9.4737,0.2028,0.0069,5.0228,0.1846,0.0263,0.1224,Sitting
S026C001P076R002A080,NTU,squat_down,moderate_risk,12.2152,13.0891,0.1863,0.0072,4.6164,0.2373,0.0266,0.1561,Sitting
S026C001P077R001A080,NTU,squat_down,moderate_risk,7.0165,6.1376,0.1827,0.0043,5.1156,0.1,0.02,0.057,Sitting
S026C001P077R002A080,NTU,squat_down,moderate_risk,5.7052,5.1465,0.1921,0.0037,4.86,0.1036,0.0125,0.0393,Sitting
S026C002P008R001A080,NTU,squat_down,moderate_risk,17.7824,20.4266,0.2062,0.0105,5.0962,0.2499,0.043,0.2628,Sitting
S026C002P008R002A080,NTU,squat_down,moderate_risk,8.9865,12.4733,0.2268,0.0081,4.551,0.1908,0.048,0.1048,Sitting
S026C002P041R001A080,NTU,squat_down,moderate_risk,13.8567,11.2669,0.2577,0.0089,4.9165,0.1137,0.0346,0.0624,Sitting
S026C002P041R002A080,NTU,squat_down,moderate_risk,0.9472,0.6374,0.2011,0.0041,5.3705,0.1279,0.0167,0.0696,Sitting
S026C002P044R001A080,NTU,squat_down,moderate_risk,14.6328,11.5425,0.2218,0.0094,4.6248,0.2145,0.0278,0.094,Sitting
S026C002P044R002A080,NTU,squat_down,moderate_risk,2.2916,1.4957,0.2085,0.0058,4.7816,0.2062,0.0219,0.0797,Sitting
S026C002P049R001A080,NTU,squat_down,moderate_risk,17.9854,12.3351,0.2343,0.0097,4.9273,0.2257,0.0348,0.106,Sitting
S026C002P049R002A080,NTU,squat_down,moderate_risk,2.1627,0.9894,0.1822,0.0055,4.8138,0.2403,0.0186,0.0577,Sitting
S026C002P050R001A080,NTU,squat_down,moderate_risk,11.7378,5.9423,0.2208,0.0097,4.5816,0.1387,0.0447,0.0565,Sitting
S026C002P050R002A080,NTU,squat_down,moderate_risk,8.7458,7.1005,0.2161,0.0072,5.1696,0.2443,0.0343,0.1256,Sitting
S026C002P051R001A080,NTU,squat_down,moderate_risk,13.7493,10.3862,0.2436,0.0032,5.1656,0.1164,0.0156,0.0726,Sitting
S026C002P051R002A080,NTU,squat_down,moderate_risk,5.3919,5.5928,0.2194,0.0037,5.0731,0.154,0.0219,0.2213,Sitting
S026C002P069R001A080,NTU,squat_down,moderate_risk,7.2186,2.6012,0.2,0.0086,4.0734,0.2156,0.0232,0.0494,Sitting
S026C002P069R002A080,NTU,squat_down,moderate_risk,1.6063,1.0176,0.2247,0.0071,4.9827,0.1733,0.0262,0.0588,Sitting
S026C002P070R001A080,NTU,squat_down,moderate_risk,13.1128,9.4156,0.264,0.0109,5.721,0.1265,0.0455,0.0403,Sitting
S026C002P070R002A080,NTU,squat_down,moderate_risk,3.2825,3.7166,0.2146,0.0046,4.8257,0.15,0.0255,0.2028,Sitting
S026C002P071R001A080,NTU,squat_down,moderate_risk,21.9498,15.0044,0.2434,0.0099,5.3003,0.2058,0.0381,0.1175,Sitting
S026C002P071R002A080,NTU,squat_down,moderate_risk,2.3558,1.8906,0.2534,0.0031,5.2878,0.1421,0.0157,0.2376,Sitting
S026C002P072R001A080,NTU,squat_down,moderate_risk,7.3481,5.4048,0.248,0.0067,5.2282,0.1376,0.025,0.0345,Sitting
S026C002P072R002A080,NTU,squat_down,moderate_risk,0.7655,0.6394,0.208,0.0032,5.4832,0.0995,0.0129,0.0607,Sitting
S026C002P074R001A080,NTU,squat_down,moderate_risk,17.2367,11.2063,0.1991,0.0107,4.7259,0.3096,0.0409,0.1319,Sitting
S026C002P074R002A080,NTU,squat_down,moderate_risk,6.3711,2.1678,0.2201,0.0053,5.0146,0.191,0.02,0.0592,Sitting
S026C002P075R001A080,NTU,squat_down,moderate_risk,15.5591,13.5752,0.2524,0.0078,5.1151,0.1077,0.0317,0.0522,Sitting
S026C002P075R002A080,NTU,squat_down,moderate_risk,2.3817,1.3781,0.2472,0.0098,5.2432,0.136,0.0277,0.0975,Sitting
S026C002P076R001A080,NTU,squat_down,moderate_risk,12.3541,12.0034,0.177,0.006,4.3074,0.1628,0.0219,0.1038,Sitting
S026C002P076R002A080,NTU,squat_down,moderate_risk,5.4063,4.7203,0.1916,0.005,4.8234,0.2271,0.0198,0.1937,Sitting
S026C002P077R001A080,NTU,squat_down,moderate_risk,9.7435,12.4466,0.2674,0.0049,5.5339,0.0887,0.0166,0.0625,Sitting
S026C002P077R002A080,NTU,squat_down,moderate_risk,1.9056,1.3566,0.1715,0.0022,5.3528,0.09,0.0101,0.0499,Sitting
S026C003P008R001A080,NTU,squat_down,moderate_risk,15.7297,14.1448,0.1976,0.0103,4.4488,0.2614,0.047,0.2645,Sitting
S026C003P008R002A080,NTU,squat_down,moderate_risk,16.9123,13.1952,0.2524,0.0064,5.4784,0.2136,0.0262,0.0998,Sitting
S026C003P041R001A080,NTU,squat_down,moderate_risk,1.8704,1.0934,0.2113,0.0066,5.2889,0.1612,0.0316,0.1093,Sitting
S026C003P041R002A080,NTU,squat_down,moderate_risk,7.077,6.7757,0.2047,0.0064,4.6597,0.1204,0.0225,0.0461,Sitting
S026C003P044R001A080,NTU,squat_down,moderate_risk,2.6686,1.3201,0.1748,0.0061,4.3412,0.2576,0.0219,0.1114,Sitting
S026C003P044R002A080,NTU,squat_down,moderate_risk,13.1253,9.6494,0.2154,0.007,4.8618,0.1783,0.0258,0.0758,Sitting
S026C003P049R001A080,NTU,squat_down,moderate_risk,4.815,4.0848,0.2197,0.0089,4.6599,0.249,0.0442,0.2113,Sitting
S026C003P049R002A080,NTU,squat_down,moderate_risk,10.5965,5.9881,0.2053,0.0115,4.9547,0.185,0.0483,0.1199,Sitting
S026C003P050R001A080,NTU,squat_down,moderate_risk,5.8435,5.7097,0.2303,0.0067,5.2962,0.1703,0.0248,0.0505,Sitting
S026C003P050R002A080,NTU,squat_down,moderate_risk,6.2984,4.4671,0.2414,0.0126,5.8928,0.1826,0.0557,0.1149,Sitting
S026C003P051R001A080,NTU,squat_down,moderate_risk,5.2686,6.891,0.2378,0.0034,5.2948,0.1348,0.0191,0.2231,Sitting
S026C003P051R002A080,NTU,squat_down,moderate_risk,14.3225,13.3917,0.2227,0.0042,5.019,0.1358,0.0223,0.0948,Sitting
S026C003P069R001A080,NTU,squat_down,moderate_risk,2.8888,1.106,0.1768,0.0068,4.2632,0.2266,0.0199,0.0506,Sitting
S026C003P069R002A080,NTU,squat_down,moderate_risk,7.0082,5.0937,0.1964,0.0074,5.099,0.2006,0.0261,0.0299,Sitting
S026C003P070R001A080,NTU,squat_down,moderate_risk,5.1189,4.9821,0.2155,0.0048,4.9676,0.1472,0.0319,0.2298,Sitting
S026C003P070R002A080,NTU,squat_down,moderate_risk,15.9579,12.7504,0.1473,0.0081,4.3167,0.1704,0.0286,0.0846,Sitting
S026C003P071R001A080,NTU,squat_down,moderate_risk,0.8561,1.5398,0.2109,0.0052,4.9899,0.2062,0.0238,0.1876,Sitting
S026C003P071R002A080,NTU,squat_down,moderate_risk,10.8909,8.6957,0.1802,0.0093,5.0406,0.1859,0.0236,0.1023,Sitting
S026C003P072R001A080,NTU,squat_down,moderate_risk,1.427,0.9143,0.1732,0.0037,5.1496,0.1616,0.0154,0.063,Sitting
S026C003P072R002A080,NTU,squat_down,moderate_risk,7.9109,8.198,0.2467,0.0038,5.7247,0.0916,0.0199,0.0456,Sitting
S026C003P074R001A080,NTU,squat_down,moderate_risk,2.6443,1.8536,0.2185,0.008,4.4681,0.2859,0.034,0.1971,Sitting
S026C003P074R002A080,NTU,squat_down,moderate_risk,11.6308,4.8388,0.2105,0.008,5.3895,0.187,0.0361,0.0465,Sitting
S026C003P075R001A080,NTU,squat_down,moderate_risk,2.0206,0.5391,0.2207,0.0061,4.787,0.1532,0.0197,0.0993,Sitting
S026C003P075R002A080,NTU,squat_down,moderate_risk,12.6008,5.8375,0.2515,0.0124,4.7128,0.1147,0.0331,0.0249,Sitting
S026C003P076R001A080,NTU,squat_down,moderate_risk,2.2762,1.9552,0.1964,0.0058,4.922,0.1987,0.0225,0.1939,Sitting
S026C003P076R002A080,NTU,squat_down,moderate_risk,16.3065,15.1421,0.1607,0.008,4.8062,0.2154,0.0298,0.1259,Sitting
S026C003P077R001A080,NTU,squat_down,moderate_risk,1.3786,0.5478,0.2107,0.0031,5.4067,0.1001,0.0183,0.1272,Sitting
S026C003P077R002A080,NTU,squat_down,moderate_risk,11.2042,3.1964,0.2113,0.0075,4.7152,0.1269,0.0201,0.0437,Sitting
S027C001P006R001A080,NTU,squat_down,moderate_risk,7.1013,3.7596,0.2289,0.0051,5.2056,0.1778,0.0212,0.0356,Sitting
S027C001P006R002A080,NTU,squat_down,moderate_risk,11.191,10.4663,0.2099,0.0054,5.0726,0.2021,0.0199,0.069,Sitting
S027C001P008R001A080,NTU,squat_down,moderate_risk,9.5928,9.888,0.215,0.0056,5.4913,0.199,0.0209,0.0616,Sitting
S027C001P008R002A080,NTU,squat_down,moderate_risk,11.6357,10.9062,0.18,0.0074,4.4846,0.2415,0.0294,0.2021,Sitting
S027C001P011R001A080,NTU,squat_down,moderate_risk,3.6259,3.2164,0.2069,0.0059,5.2549,0.1794,0.0304,0.0181,Sitting
S027C001P011R002A080,NTU,squat_down,moderate_risk,9.2742,7.9715,0.2039,0.0076,5.3169,0.2218,0.0312,0.0694,Sitting
S027C001P041R001A080,NTU,squat_down,moderate_risk,7.8907,5.5768,0.1861,0.0055,5.276,0.1417,0.0275,0.0494,Sitting
S027C001P041R002A080,NTU,squat_down,moderate_risk,15.0179,15.0943,0.1832,0.0063,5.1762,0.2133,0.0271,0.1469,Sitting
S027C001P043R001A080,NTU,squat_down,moderate_risk,11.4148,9.0649,0.2146,0.0033,5.2671,0.1143,0.0157,0.0551,Sitting
S027C001P043R002A080,NTU,squat_down,moderate_risk,8.6177,8.1225,0.1866,0.0039,4.9317,0.1369,0.0202,0.0502,Sitting
S027C001P044R001A080,NTU,squat_down,moderate_risk,8.9872,7.4638,0.1987,0.0066,4.7858,0.2323,0.0261,0.0678,Sitting
S027C001P044R002A080,NTU,squat_down,moderate_risk,10.4544,8.9719,0.1626,0.0033,5.0924,0.1417,0.0156,0.0416,Sitting
S027C001P078R001A080,NTU,squat_down,moderate_risk,11.6482,6.3484,0.1873,0.0072,4.8689,0.1253,0.0262,0.041,Sitting
S027C001P078R002A080,NTU,squat_down,moderate_risk,8.6414,5.11,0.185,0.005,4.8833,0.1488,0.0211,0.0462,Sitting
S027C001P079R001A080,NTU,squat_down,moderate_risk,8.3101,7.6487,0.2251,0.0035,5.3483,0.1218,0.0169,0.0402,Sitting
S027C001P079R002A080,NTU,squat_down,moderate_risk,6.5592,5.5685,0.2391,0.0034,5.578,0.1057,0.0182,0.0443,Sitting
S027C001P080R001A080,NTU,squat_down,moderate_risk,9.6184,10.9722,0.2069,0.0077,5.1295,0.178,0.0366,0.0835,Sitting
S027C001P080R002A080,NTU,squat_down,moderate_risk,8.6556,7.0482,0.2105,0.0058,5.125,0.1881,0.028,0.0868,Sitting
S027C001P081R001A080,NTU,squat_down,moderate_risk,9.734,6.4841,0.1787,0.0051,5.245,0.1651,0.024,0.0413,Sitting
S027C001P081R002A080,NTU,squat_down,moderate_risk,3.5666,2.2841,0.1812,0.0046,5.2253,0.1358,0.023,0.0276,Sitting
S027C001P082R001A080,NTU,squat_down,moderate_risk,6.2593,5.4394,0.1958,0.0048,4.6192,0.1079,0.0208,0.0271,Sitting
S027C001P082R002A080,NTU,squat_down,moderate_risk,6.0763,3.1279,0.2,0.0066,4.8971,0.1163,0.0268,0.033,Sitting
S027C001P083R001A080,NTU,squat_down,moderate_risk,11.6447,11.1784,0.2232,0.0049,5.3104,0.1693,0.0182,0.0822,Sitting
S027C001P083R002A080,NTU,squat_down,moderate_risk,9.9063,9.2033,0.2327,0.0057,5.4413,0.1968,0.0218,0.063,Sitting
S027C001P084R001A080,NTU,squat_down,moderate_risk,8.1459,7.19,0.1991,0.0038,5.1526,0.1716,0.014,0.0159,Sitting
S027C001P084R002A080,NTU,squat_down,moderate_risk,7.2169,6.6967,0.2154,0.0062,4.8345,0.2351,0.0302,0.0842,Sitting
S027C001P085R001A080,NTU,squat_down,moderate_risk,11.27,11.601,0.2262,0.0053,5.3256,0.1688,0.0259,0.0853,Sitting
S027C001P085R002A080,NTU,squat_down,moderate_risk,14.3307,10.4656,0.2189,0.0089,5.1465,0.2553,0.0404,0.1474,Sitting
S027C001P086R001A080,NTU,squat_down,moderate_risk,11.8469,11.2764,0.2016,0.0058,4.9681,0.1925,0.0307,0.0932,Sitting
S027C001P086R002A080,NTU,squat_down,moderate_risk,9.1297,7.0838,0.223,0.007,4.9397,0.2473,0.0257,0.0466,Sitting
S027C002P006R001A080,NTU,squat_down,moderate_risk,9.5107,9.6484,0.279,0.0078,5.102,0.181,0.0286,0.0602,Sitting
S027C002P006R002A080,NTU,squat_down,moderate_risk,2.3415,1.452,0.2091,0.0055,5.0507,0.2021,0.0201,0.0539,Sitting
S027C002P008R001A080,NTU,squat_down,moderate_risk,9.9943,4.8653,0.207,0.0066,4.7004,0.1796,0.0156,0.0463,Sitting
S027C002P008R002A080,NTU,squat_down,moderate_risk,2.7251,3.1996,0.205,0.0065,4.4811,0.2335,0.0243,0.2492,Sitting
S027C002P011R001A080,NTU,squat_down,moderate_risk,11.2331,9.4007,0.249,0.0094,5.6451,0.1773,0.0459,0.0535,Sitting
S027C002P011R002A080,NTU,squat_down,moderate_risk,2.904,2.3598,0.1994,0.0064,5.2077,0.2388,0.0255,0.0524,Sitting
S027C002P041R001A080,NTU,squat_down,moderate_risk,57.8256,0.4667,0.1245,0.0218,3.1644,0.0775,0.013,0.016,Sitting
S027C002P041R002A080,NTU,squat_down,moderate_risk,68.1274,0.2093,0.0612,0.0058,3.3233,0.0037,0.0047,0.0023,Sitting
S027C002P043R001A080,NTU,squat_down,moderate_risk,13.1747,12.4691,0.2137,0.0064,5.0336,0.0803,0.0236,0.0692,Sitting
S027C002P043R002A080,NTU,squat_down,moderate_risk,1.019,0.9114,0.213,0.0036,5.136,0.1398,0.0179,0.1164,Sitting
S027C002P044R001A080,NTU,squat_down,moderate_risk,29.7597,3.8661,0.0715,0.0256,3.7351,0.0191,0.0451,0.0447,Sitting
S027C002P044R002A080,NTU,squat_down,moderate_risk,1.2536,0.5333,0.1644,0.0036,4.8065,0.149,0.0155,0.0659,Sitting
S027C002P078R001A080,NTU,squat_down,moderate_risk,11.851,4.4714,0.1911,0.0161,4.5663,0.1196,0.0531,0.0411,Sitting
S027C002P078R002A080,NTU,squat_down,moderate_risk,1.1464,0.6631,0.1912,0.0049,5.0244,0.138,0.017,0.0474,Sitting
S027C002P079R001A080,NTU,squat_down,moderate_risk,10.1757,7.341,0.2726,0.0049,5.6193,0.0885,0.0191,0.0672,Sitting
S027C002P079R002A080,NTU,squat_down,moderate_risk,1.2348,1.2089,0.2152,0.0035,5.3183,0.1225,0.0154,0.044,Sitting
S027C002P080R001A080,NTU,squat_down,moderate_risk,12.5265,12.6262,0.2535,0.0114,5.7548,0.1802,0.0598,0.0643,Sitting
S027C002P080R002A080,NTU,squat_down,moderate_risk,1.6654,1.434,0.2054,0.005,4.9251,0.1835,0.0251,0.1071,Sitting
S027C002P081R001A080,NTU,squat_down,moderate_risk,6.3744,4.8748,0.2616,0.0093,5.2626,0.181,0.0301,0.0556,Sitting
S027C002P081R002A080,NTU,squat_down,moderate_risk,2.6726,1.8792,0.197,0.0041,5.5487,0.1296,0.0195,0.0225,Sitting
S027C002P082R001A080,NTU,squat_down,moderate_risk,5.5441,5.6667,0.1988,0.0072,4.4922,0.1243,0.0236,0.0416,Sitting
S027C002P082R002A080,NTU,squat_down,moderate_risk,2.1125,1.8632,0.2123,0.0081,4.9053,0.1333,0.0236,0.0385,Sitting
S027C002P083R001A080,NTU,squat_down,moderate_risk,15.3624,9.264,0.2488,0.0069,5.3396,0.1381,0.0221,0.083,Sitting
S027C002P083R002A080,NTU,squat_down,moderate_risk,1.7746,1.2536,0.2287,0.0068,5.0034,0.2153,0.0336,0.1432,Sitting
S027C002P084R001A080,NTU,squat_down,moderate_risk,21.3122,12.0089,0.2613,0.0065,5.0205,0.1343,0.0211,0.0859,Sitting
S027C002P084R002A080,NTU,squat_down,moderate_risk,9.1525,16.3992,0.2213,0.0086,4.818,0.2894,0.0437,0.198,Sitting
S027C002P085R001A080,NTU,squat_down,moderate_risk,15.6183,16.9403,0.2628,0.0069,5.217,0.1549,0.0296,0.0999,Sitting
S027C002P085R002A080,NTU,squat_down,moderate_risk,3.2861,2.1866,0.2383,0.0076,4.627,0.2521,0.0359,0.2504,Sitting
S027C002P086R001A080,NTU,squat_down,moderate_risk,15.213,11.7875,0.2198,0.0053,4.9782,0.0977,0.033,0.1028,Sitting
S027C002P086R002A080,NTU,squat_down,moderate_risk,59.7151,0.3195,0.1354,0.0032,3.0233,0.0115,0.005,0.0059,Sitting
S027C003P006R001A080,NTU,squat_down,moderate_risk,0.7688,0.6369,0.2028,0.0052,5.0091,0.1789,0.0197,0.0589,Sitting
S027C003P006R002A080,NTU,squat_down,moderate_risk,22.0176,19.5642,0.2839,0.0092,4.7313,0.197,0.0346,0.1233,Sitting
S027C003P008R001A080,NTU,squat_down,moderate_risk,1.977,1.166,0.1758,0.0061,5.4029,0.1858,0.0187,0.0576,Sitting
S027C003P008R002A080,NTU,squat_down,moderate_risk,22.8713,10.6016,0.2173,0.0087,4.275,0.2376,0.0283,0.1014,Sitting
S027C003P011R001A080,NTU,squat_down,moderate_risk,6.154,4.3888,0.2074,0.0067,5.342,0.1789,0.0335,0.0427,Sitting
S027C003P011R002A080,NTU,squat_down,moderate_risk,14.0087,12.5903,0.2563,0.0107,5.0546,0.209,0.0337,0.0927,Sitting
S027C003P041R001A080,NTU,squat_down,moderate_risk,2.2473,0.6902,0.1672,0.0051,5.1287,0.15,0.0243,0.0886,Sitting
S027C003P041R002A080,NTU,squat_down,moderate_risk,15.5529,7.624,0.2189,0.0099,4.8838,0.2171,0.0406,0.1096,Sitting
S027C003P043R001A080,NTU,squat_down,moderate_risk,1.033,0.527,0.2016,0.0035,5.1497,0.1196,0.0189,0.1387,Sitting
S027C003P043R002A080,NTU,squat_down,moderate_risk,11.8605,11.4374,0.2352,0.0083,4.9579,0.1065,0.027,0.0682,Sitting
S027C003P044R001A080,NTU,squat_down,moderate_risk,2.6125,1.6267,0.1759,0.0075,4.6614,0.2341,0.0324,0.1129,Sitting
S027C003P044R002A080,NTU,squat_down,moderate_risk,9.899,6.4805,0.2112,0.0045,4.8134,0.1053,0.0206,0.0584,Sitting
S027C003P078R001A080,NTU,squat_down,moderate_risk,1.2565,0.8834,0.184,0.0054,4.8865,0.1166,0.0206,0.0594,Sitting
S027C003P078R002A080,NTU,squat_down,moderate_risk,8.4758,3.1888,0.2524,0.0113,5.3495,0.1526,0.0356,0.0406,Sitting
S027C003P079R001A080,NTU,squat_down,moderate_risk,0.9723,0.6239,0.2118,0.0038,5.2877,0.1308,0.0156,0.0408,Sitting
S027C003P079R002A080,NTU,squat_down,moderate_risk,7.4243,8.2591,0.2459,0.0041,5.5394,0.1056,0.0182,0.0731,Sitting
S027C003P080R001A080,NTU,squat_down,moderate_risk,1.99,1.4235,0.2211,0.0093,4.9722,0.2041,0.0495,0.1116,Sitting
S027C003P080R002A080,NTU,squat_down,moderate_risk,14.4359,10.7435,0.2546,0.0077,5.5069,0.1667,0.0316,0.1074,Sitting
S027C003P081R001A080,NTU,squat_down,moderate_risk,2.3226,0.8024,0.1832,0.0039,5.3795,0.1608,0.0202,0.0515,Sitting
S027C003P081R002A080,NTU,squat_down,moderate_risk,7.1734,3.0833,0.2274,0.0085,5.1909,0.1307,0.0336,0.073,Sitting
S027C003P082R001A080,NTU,squat_down,moderate_risk,1.0697,0.5541,0.2026,0.0061,4.6209,0.1369,0.019,0.0212,Sitting
S027C003P082R002A080,NTU,squat_down,moderate_risk,6.3971,3.115,0.2144,0.0107,4.2237,0.1322,0.0272,0.0432,Sitting
S027C003P083R001A080,NTU,squat_down,moderate_risk,2.3928,1.5184,0.211,0.0052,5.1507,0.1937,0.0193,0.0819,Sitting
S027C003P083R002A080,NTU,squat_down,moderate_risk,12.6776,10.1586,0.2428,0.0072,5.2428,0.1814,0.0235,0.073,Sitting
S027C003P084R001A080,NTU,squat_down,moderate_risk,1.2931,0.7479,0.1918,0.0036,5.0959,0.1718,0.0145,0.06,Sitting
S027C003P084R002A080,NTU,squat_down,moderate_risk,21.8052,19.9403,0.2795,0.0105,5.3357,0.2098,0.0357,0.1563,Sitting
S027C003P085R001A080,NTU,squat_down,moderate_risk,3.6793,4.2217,0.2669,0.0054,5.3726,0.1642,0.0348,0.2152,Sitting
S027C003P085R002A080,NTU,squat_down,moderate_risk,23.153,15.9999,0.2201,0.0083,4.6859,0.1584,0.0357,0.1301,Sitting
S027C003P086R001A080,NTU,squat_down,moderate_risk,3.3542,2.9599,0.1944,0.0065,4.6807,0.2298,0.0427,0.1375,Sitting
S027C003P086R002A080,NTU,squat_down,moderate_risk,15.9055,10.0446,0.2261,0.0084,4.5089,0.2123,0.0255,0.0751,Sitting
S028C001P008R001A080,NTU,squat_down,moderate_risk,9.9834,8.4507,0.1928,0.0061,4.7087,0.228,0.0228,0.1054,Sitting
S028C001P008R002A080,NTU,squat_down,moderate_risk,12.6609,8.9422,0.1608,0.0047,4.7408,0.186,0.0209,0.0632,Sitting
S028C001P041R001A080,NTU,squat_down,moderate_risk,6.6792,4.049,0.2459,0.0046,5.9233,0.1432,0.0215,0.0991,Sitting
S028C001P041R002A080,NTU,squat_down,moderate_risk,13.8047,9.9677,0.205,0.0087,4.7803,0.2418,0.0336,0.0822,Sitting
S028C001P042R001A080,NTU,squat_down,moderate_risk,4.789,5.6719,0.1959,0.0049,5.2426,0.1707,0.0177,0.0416,Sitting
S028C001P042R002A080,NTU,squat_down,moderate_risk,7.7837,4.9024,0.1985,0.0054,5.1623,0.1991,0.0177,0.0432,Sitting
S028C001P043R001A080,NTU,squat_down,moderate_risk,9.5686,7.8705,0.194,0.0042,5.0555,0.1265,0.0148,0.0781,Sitting
S028C001P043R002A080,NTU,squat_down,moderate_risk,15.6672,8.9759,0.1974,0.0046,5.0656,0.1383,0.0179,0.0837,Sitting
S028C001P046R001A080,NTU,squat_down,moderate_risk,6.8962,6.577,0.1955,0.0049,5.296,0.1716,0.0196,0.0495,Sitting
S028C001P046R002A080,NTU,squat_down,moderate_risk,9.2387,6.0927,0.1977,0.0047,5.3373,0.1543,0.0195,0.0481,Sitting
S028C001P048R001A080,NTU,squat_down,moderate_risk,17.2743,17.2997,0.223,0.0057,5.0484,0.2157,0.0259,0.1394,Sitting
S028C001P048R002A080,NTU,squat_down,moderate_risk,24.3549,21.3376,0.254,0.0071,5.4967,0.2634,0.0316,0.1944,Sitting
S028C001P070R001A080,NTU,squat_down,moderate_risk,11.1184,8.6369,0.1752,0.0041,4.8941,0.1338,0.0184,0.0539,Sitting
S028C001P070R002A080,NTU,squat_down,moderate_risk,8.3547,5.9675,0.1905,0.0031,5.0792,0.1097,0.0166,0.0339,Sitting
