sequence_id,dataset,action_code,label,risk_level,frame_count,joint_count,coordinate_count,pose_shape,pose_array_path
S018C002P043R001A080,NTU,A080,squat_down,moderate_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C002P043R001A080.npy
S018C002P043R002A080,NTU,A080,squat_down,moderate_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C002P043R002A080.npy
S018C002P044R001A080,NTU,A080,squat_down,moderate_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C002P044R001A080.npy
S018C002P044R002A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C002P044R002A080.npy
S018C002P045R001A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C002P045R001A080.npy
S018C002P045R002A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C002P045R002A080.npy
S018C003P008R001A080,NTU,A080,squat_down,moderate_risk,91,25,3,"(91, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P008R001A080.npy
S018C003P008R002A080,NTU,A080,squat_down,moderate_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P008R002A080.npy
S018C003P041R001A080,NTU,A080,squat_down,moderate_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P041R001A080.npy
S018C003P041R002A080,NTU,A080,squat_down,moderate_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P041R002A080.npy
S018C003P042R001A080,NTU,A080,squat_down,moderate_risk,65,25,3,"(65, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P042R001A080.npy
S018C003P042R002A080,NTU,A080,squat_down,moderate_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P042R002A080.npy
S018C003P043R001A080,NTU,A080,squat_down,moderate_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P043R001A080.npy
S018C003P043R002A080,NTU,A080,squat_down,moderate_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P043R002A080.npy
S018C003P044R001A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P044R001A080.npy
S018C003P044R002A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P044R002A080.npy
S018C003P045R001A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P045R001A080.npy
S018C003P045R002A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S018C003P045R002A080.npy
S019C001P008R001A080,NTU,A080,squat_down,moderate_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P008R001A080.npy
S019C001P008R002A080,NTU,A080,squat_down,moderate_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P008R002A080.npy
S019C001P041R001A080,NTU,A080,squat_down,moderate_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P041R001A080.npy
S019C001P041R002A080,NTU,A080,squat_down,moderate_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P041R002A080.npy
S019C001P042R001A080,NTU,A080,squat_down,moderate_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P042R001A080.npy
S019C001P042R002A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P042R002A080.npy
S019C001P046R001A080,NTU,A080,squat_down,moderate_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P046R001A080.npy
S019C001P046R002A080,NTU,A080,squat_down,moderate_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P046R002A080.npy
S019C001P047R001A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P047R001A080.npy
S019C001P047R002A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P047R002A080.npy
S019C001P048R001A080,NTU,A080,squat_down,moderate_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P048R001A080.npy
S019C001P048R002A080,NTU,A080,squat_down,moderate_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P048R002A080.npy
S019C001P049R001A080,NTU,A080,squat_down,moderate_risk,81,25,3,"(81, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P049R001A080.npy
S019C001P049R002A080,NTU,A080,squat_down,moderate_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P049R002A080.npy
S019C001P050R001A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P050R001A080.npy
S019C001P050R002A080,NTU,A080,squat_down,moderate_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P050R002A080.npy
S019C001P051R001A080,NTU,A080,squat_down,moderate_risk,29,25,3,"(29, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P051R001A080.npy
S019C001P051R002A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C001P051R002A080.npy
S019C002P008R001A080,NTU,A080,squat_down,moderate_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P008R001A080.npy
S019C002P008R002A080,NTU,A080,squat_down,moderate_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P008R002A080.npy
S019C002P041R001A080,NTU,A080,squat_down,moderate_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P041R001A080.npy
S019C002P041R002A080,NTU,A080,squat_down,moderate_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P041R002A080.npy
S019C002P042R001A080,NTU,A080,squat_down,moderate_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P042R001A080.npy
S019C002P042R002A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P042R002A080.npy
S019C002P046R001A080,NTU,A080,squat_down,moderate_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P046R001A080.npy
S019C002P046R002A080,NTU,A080,squat_down,moderate_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P046R002A080.npy
S019C002P047R001A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P047R001A080.npy
S019C002P047R002A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P047R002A080.npy
S019C002P048R001A080,NTU,A080,squat_down,moderate_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P048R001A080.npy
S019C002P048R002A080,NTU,A080,squat_down,moderate_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P048R002A080.npy
S019C002P049R001A080,NTU,A080,squat_down,moderate_risk,82,25,3,"(82, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P049R001A080.npy
S019C002P049R002A080,NTU,A080,squat_down,moderate_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P049R002A080.npy
S019C002P050R001A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P050R001A080.npy
S019C002P050R002A080,NTU,A080,squat_down,moderate_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P050R002A080.npy
S019C002P051R001A080,NTU,A080,squat_down,moderate_risk,30,25,3,"(30, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P051R001A080.npy
S019C002P051R002A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C002P051R002A080.npy
S019C003P008R001A080,NTU,A080,squat_down,moderate_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P008R001A080.npy
S019C003P008R002A080,NTU,A080,squat_down,moderate_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P008R002A080.npy
S019C003P041R001A080,NTU,A080,squat_down,moderate_risk,56,25,3,"(56, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P041R001A080.npy
S019C003P041R002A080,NTU,A080,squat_down,moderate_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P041R002A080.npy
S019C003P042R001A080,NTU,A080,squat_down,moderate_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P042R001A080.npy
S019C003P042R002A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P042R002A080.npy
S019C003P046R001A080,NTU,A080,squat_down,moderate_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P046R001A080.npy
S019C003P046R002A080,NTU,A080,squat_down,moderate_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P046R002A080.npy
S019C003P047R001A080,NTU,A080,squat_down,moderate_risk,38,25,3,"(38, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P047R001A080.npy
S019C003P047R002A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P047R002A080.npy
S019C003P048R001A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P048R001A080.npy
S019C003P048R002A080,NTU,A080,squat_down,moderate_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P048R002A080.npy
S019C003P049R001A080,NTU,A080,squat_down,moderate_risk,79,25,3,"(79, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P049R001A080.npy
S019C003P049R002A080,NTU,A080,squat_down,moderate_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P049R002A080.npy
S019C003P050R001A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P050R001A080.npy
S019C003P050R002A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P050R002A080.npy
S019C003P051R001A080,NTU,A080,squat_down,moderate_risk,29,25,3,"(29, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P051R001A080.npy
S019C003P051R002A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S019C003P051R002A080.npy
S020C001P008R001A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P008R001A080.npy
S020C001P008R002A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P008R002A080.npy
S020C001P041R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P041R001A080.npy
S020C001P041R002A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P041R002A080.npy
S020C001P043R001A080,NTU,A080,squat_down,moderate_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P043R001A080.npy
S020C001P043R002A080,NTU,A080,squat_down,moderate_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P043R002A080.npy
S020C001P044R001A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P044R001A080.npy
S020C001P044R002A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P044R002A080.npy
S020C001P052R001A080,NTU,A080,squat_down,moderate_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P052R001A080.npy
S020C001P052R002A080,NTU,A080,squat_down,moderate_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P052R002A080.npy
S020C001P053R001A080,NTU,A080,squat_down,moderate_risk,49,25,3,"(49, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P053R001A080.npy
S020C001P053R002A080,NTU,A080,squat_down,moderate_risk,38,25,3,"(38, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P053R002A080.npy
S020C001P054R001A080,NTU,A080,squat_down,moderate_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P054R001A080.npy
S020C001P054R002A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C001P054R002A080.npy
S020C002P008R001A080,NTU,A080,squat_down,moderate_risk,31,25,3,"(31, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P008R001A080.npy
S020C002P008R002A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P008R002A080.npy
S020C002P041R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P041R001A080.npy
S020C002P041R002A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P041R002A080.npy
S020C002P043R001A080,NTU,A080,squat_down,moderate_risk,54,25,3,"(54, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P043R001A080.npy
S020C002P043R002A080,NTU,A080,squat_down,moderate_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P043R002A080.npy
S020C002P044R001A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P044R001A080.npy
S020C002P044R002A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P044R002A080.npy
S020C002P052R001A080,NTU,A080,squat_down,moderate_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P052R001A080.npy
S020C002P052R002A080,NTU,A080,squat_down,moderate_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P052R002A080.npy
S020C002P053R001A080,NTU,A080,squat_down,moderate_risk,49,25,3,"(49, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P053R001A080.npy
S020C002P053R002A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P053R002A080.npy
S020C002P054R001A080,NTU,A080,squat_down,moderate_risk,49,25,3,"(49, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P054R001A080.npy
S020C002P054R002A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C002P054R002A080.npy
S020C003P008R001A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P008R001A080.npy
S020C003P008R002A080,NTU,A080,squat_down,moderate_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P008R002A080.npy
S020C003P041R001A080,NTU,A080,squat_down,moderate_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P041R001A080.npy
S020C003P041R002A080,NTU,A080,squat_down,moderate_risk,54,25,3,"(54, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P041R002A080.npy
S020C003P043R001A080,NTU,A080,squat_down,moderate_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P043R001A080.npy
S020C003P043R002A080,NTU,A080,squat_down,moderate_risk,76,25,3,"(76, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P043R002A080.npy
S020C003P044R001A080,NTU,A080,squat_down,moderate_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P044R001A080.npy
S020C003P044R002A080,NTU,A080,squat_down,moderate_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P044R002A080.npy
S020C003P052R001A080,NTU,A080,squat_down,moderate_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P052R001A080.npy
S020C003P052R002A080,NTU,A080,squat_down,moderate_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P052R002A080.npy
S020C003P053R001A080,NTU,A080,squat_down,moderate_risk,65,25,3,"(65, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P053R001A080.npy
S020C003P053R002A080,NTU,A080,squat_down,moderate_risk,49,25,3,"(49, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P053R002A080.npy
S020C003P054R001A080,NTU,A080,squat_down,moderate_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P054R001A080.npy
S020C003P054R002A080,NTU,A080,squat_down,moderate_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S020C003P054R002A080.npy
S021C001P055R001A080,NTU,A080,squat_down,moderate_risk,26,25,3,"(26, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P055R001A080.npy
S021C001P055R002A080,NTU,A080,squat_down,moderate_risk,30,25,3,"(30, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P055R002A080.npy
S021C001P056R001A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P056R001A080.npy
S021C001P056R002A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P056R002A080.npy
S021C001P057R001A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P057R001A080.npy
S021C001P057R002A080,NTU,A080,squat_down,moderate_risk,38,25,3,"(38, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P057R002A080.npy
S021C001P058R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P058R001A080.npy
S021C001P058R002A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P058R002A080.npy
S021C001P059R001A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P059R001A080.npy
S021C001P059R002A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P059R002A080.npy
S021C001P060R001A080,NTU,A080,squat_down,moderate_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P060R001A080.npy
S021C001P060R002A080,NTU,A080,squat_down,moderate_risk,38,25,3,"(38, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C001P060R002A080.npy
S021C002P055R001A080,NTU,A080,squat_down,moderate_risk,27,25,3,"(27, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P055R001A080.npy
S021C002P055R002A080,NTU,A080,squat_down,moderate_risk,29,25,3,"(29, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P055R002A080.npy
S021C002P056R001A080,NTU,A080,squat_down,moderate_risk,26,25,3,"(26, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P056R001A080.npy
S021C002P056R002A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P056R002A080.npy
S021C002P057R001A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P057R001A080.npy
S021C002P057R002A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P057R002A080.npy
S021C002P058R001A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P058R001A080.npy
S021C002P058R002A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P058R002A080.npy
S021C002P059R001A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P059R001A080.npy
S021C002P059R002A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P059R002A080.npy
S021C002P060R001A080,NTU,A080,squat_down,moderate_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P060R001A080.npy
S021C002P060R002A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C002P060R002A080.npy
S021C003P055R001A080,NTU,A080,squat_down,moderate_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P055R001A080.npy
S021C003P055R002A080,NTU,A080,squat_down,moderate_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P055R002A080.npy
