sequence_id,dataset,risk_level
S019C002P041R002A080,NTU,moderate_risk
S019C002P042R001A080,NTU,moderate_risk
S019C002P042R002A080,NTU,moderate_risk
S019C002P046R001A080,NTU,moderate_risk
S019C002P046R002A080,NTU,moderate_risk
S019C002P048R001A080,NTU,moderate_risk
S019C002P048R002A080,NTU,moderate_risk
S019C002P049R001A080,NTU,moderate_risk
S019C002P049R002A080,NTU,moderate_risk
S019C002P050R001A080,NTU,moderate_risk
S019C002P050R002A080,NTU,moderate_risk
S019C003P008R001A080,NTU,moderate_risk
S019C003P008R002A080,NTU,moderate_risk
S019C003P041R001A080,NTU,moderate_risk
S019C003P041R002A080,NTU,moderate_risk
S019C003P042R001A080,NTU,moderate_risk
S019C003P042R002A080,NTU,moderate_risk
S019C003P046R001A080,NTU,moderate_risk
S019C003P046R002A080,NTU,moderate_risk
S019C003P048R001A080,NTU,moderate_risk
S019C003P048R002A080,NTU,moderate_risk
S019C003P049R001A080,NTU,moderate_risk
S019C003P049R002A080,NTU,moderate_risk
S019C003P050R001A080,NTU,moderate_risk
S019C003P050R002A080,NTU,moderate_risk
S020C002P008R001A080,NTU,moderate_risk
S020C002P008R002A080,NTU,moderate_risk
S020C002P041R001A080,NTU,moderate_risk
S020C002P041R002A080,NTU,moderate_risk
S020C002P043R001A080,NTU,moderate_risk
S020C002P043R002A080,NTU,moderate_risk
S020C002P044R001A080,NTU,moderate_risk
S020C002P044R002A080,NTU,moderate_risk
S020C002P052R001A080,NTU,moderate_risk
S020C002P052R002A080,NTU,moderate_risk
S020C002P053R001A080,NTU,moderate_risk
S020C002P053R002A080,NTU,moderate_risk
S020C002P054R001A080,NTU,moderate_risk
S020C002P054R002A080,NTU,moderate_risk
S020C003P008R001A080,NTU,moderate_risk
S020C003P008R002A080,NTU,moderate_risk
S020C003P041R001A080,NTU,moderate_risk
S020C003P041R002A080,NTU,moderate_risk
S020C003P043R001A080,NTU,moderate_risk
S020C003P043R002A080,NTU,moderate_risk
S020C003P044R001A080,NTU,moderate_risk
S020C003P044R002A080,NTU,moderate_risk
S020C003P052R001A080,NTU,moderate_risk
S020C003P052R002A080,NTU,moderate_risk
S020C003P053R001A080,NTU,moderate_risk
S020C003P053R002A080,NTU,moderate_risk
S020C003P054R001A080,NTU,moderate_risk
S020C003P054R002A080,NTU,moderate_risk
S021C002P055R001A080,NTU,moderate_risk
S021C002P055R002A080,NTU,moderate_risk
S021C002P056R001A080,NTU,moderate_risk
S021C002P056R002A080,NTU,moderate_risk
S021C002P058R001A080,NTU,moderate_risk
S021C002P058R002A080,NTU,moderate_risk
S021C002P059R001A080,NTU,moderate_risk
S021C002P059R002A080,NTU,moderate_risk
S021C002P060R001A080,NTU,moderate_risk
S021C002P060R002A080,NTU,moderate_risk
S021C003P055R001A080,NTU,moderate_risk
S021C003P055R002A080,NTU,moderate_risk
S021C003P056R001A080,NTU,moderate_risk
S021C003P056R002A080,NTU,moderate_risk
S021C003P058R001A080,NTU,moderate_risk
S021C003P058R002A080,NTU,moderate_risk
S021C003P059R001A080,NTU,moderate_risk
S021C003P059R002A080,NTU,moderate_risk
S021C003P060R001A080,NTU,moderate_risk
S021C003P060R002A080,NTU,moderate_risk
S022C002P061R001A080,NTU,moderate_risk
S022C002P061R002A080,NTU,moderate_risk
S022C002P062R001A080,NTU,moderate_risk
S022C002P062R002A080,NTU,moderate_risk
S022C002P063R001A080,NTU,moderate_risk
S022C002P063R002A080,NTU,moderate_risk
S022C002P064R001A080,NTU,moderate_risk
S022C002P064R002A080,NTU,moderate_risk
S022C002P065R001A080,NTU,moderate_risk
S022C002P065R002A080,NTU,moderate_risk
S022C002P066R001A080,NTU,moderate_risk
S022C002P066R002A080,NTU,moderate_risk
S022C002P067R001A080,NTU,moderate_risk
S022C002P067R002A080,NTU,moderate_risk
S022C003P061R001A080,NTU,moderate_risk
S022C003P061R002A080,NTU,moderate_risk
S022C003P062R001A080,NTU,moderate_risk
S022C003P062R002A080,NTU,moderate_risk
S022C003P063R001A080,NTU,moderate_risk
S022C003P063R002A080,NTU,moderate_risk
S022C003P064R001A080,NTU,moderate_risk
S022C003P064R002A080,NTU,moderate_risk
S022C003P065R001A080,NTU,moderate_risk
S022C003P065R002A080,NTU,moderate_risk
S022C003P066R001A080,NTU,moderate_risk
S022C003P066R002A080,NTU,moderate_risk
S022C003P067R001A080,NTU,moderate_risk
S022C003P067R002A080,NTU,moderate_risk
S023C002P055R001A080,NTU,moderate_risk
S023C002P055R002A080,NTU,moderate_risk
S023C002P056R001A080,NTU,moderate_risk
S023C002P056R002A080,NTU,moderate_risk
S023C002P058R001A080,NTU,moderate_risk
S023C002P058R002A080,NTU,moderate_risk
S023C002P059R001A080,NTU,moderate_risk
S023C002P059R002A080,NTU,moderate_risk
S023C002P060R001A080,NTU,moderate_risk
S023C002P060R002A080,NTU,moderate_risk
S023C002P061R001A080,NTU,moderate_risk
S023C002P061R002A080,NTU,moderate_risk
S023C002P062R001A080,NTU,moderate_risk
S023C002P062R002A080,NTU,moderate_risk
S023C002P063R001A080,NTU,moderate_risk
S023C002P063R002A080,NTU,moderate_risk
S023C002P064R001A080,NTU,moderate_risk
S023C002P064R002A080,NTU,moderate_risk
S023C002P065R001A080,NTU,moderate_risk
S023C002P065R002A080,NTU,moderate_risk
S023C002P066R001A080,NTU,moderate_risk
S023C002P066R002A080,NTU,moderate_risk
S023C002P067R001A080,NTU,moderate_risk
S023C002P067R002A080,NTU,moderate_risk
S023C002P068R001A080,NTU,moderate_risk
S023C002P068R002A080,NTU,moderate_risk
S023C003P055R001A080,NTU,moderate_risk
S023C003P055R002A080,NTU,moderate_risk
S023C003P056R001A080,NTU,moderate_risk
S023C003P056R002A080,NTU,moderate_risk
S023C003P058R001A080,NTU,moderate_risk
S023C003P058R002A080,NTU,moderate_risk
S023C003P059R001A080,NTU,moderate_risk
S023C003P059R002A080,NTU,moderate_risk
S023C003P060R001A080,NTU,moderate_risk
S023C003P060R002A080,NTU,moderate_risk
S023C003P061R001A080,NTU,moderate_risk
S023C003P061R002A080,NTU,moderate_risk
S023C003P062R001A080,NTU,moderate_risk
S023C003P062R002A080,NTU,moderate_risk
S023C003P063R001A080,NTU,moderate_risk
S023C003P063R002A080,NTU,moderate_risk
S023C003P064R001A080,NTU,moderate_risk
S023C003P064R002A080,NTU,moderate_risk
S023C003P065R001A080,NTU,moderate_risk
S023C003P065R002A080,NTU,moderate_risk
S023C003P066R001A080,NTU,moderate_risk
S023C003P066R002A080,NTU,moderate_risk
S023C003P067R001A080,NTU,moderate_risk
S023C003P067R002A080,NTU,moderate_risk
S023C003P068R001A080,NTU,moderate_risk
S023C003P068R002A080,NTU,moderate_risk
S024C002P060R001A080,NTU,moderate_risk
S024C002P060R002A080,NTU,moderate_risk
S024C002P061R001A080,NTU,moderate_risk
S024C002P061R002A080,NTU,moderate_risk
S024C002P062R001A080,NTU,moderate_risk
S024C002P062R002A080,NTU,moderate_risk
S024C002P063R001A080,NTU,moderate_risk
S024C002P063R002A080,NTU,moderate_risk
S024C002P064R001A080,NTU,moderate_risk
S024C002P064R002A080,NTU,moderate_risk
S024C002P067R001A080,NTU,moderate_risk
S024C002P067R002A080,NTU,moderate_risk
S024C003P060R001A080,NTU,moderate_risk
S024C003P060R002A080,NTU,moderate_risk
S024C003P061R001A080,NTU,moderate_risk
S024C003P061R002A080,NTU,moderate_risk
S024C003P062R001A080,NTU,moderate_risk
S024C003P062R002A080,NTU,moderate_risk
S024C003P063R001A080,NTU,moderate_risk
S024C003P063R002A080,NTU,moderate_risk
S024C003P064R001A080,NTU,moderate_risk
S024C003P064R002A080,NTU,moderate_risk
S024C003P067R001A080,NTU,moderate_risk
S024C003P067R002A080,NTU,moderate_risk
S025C002P055R001A080,NTU,moderate_risk
S025C002P055R002A080,NTU,moderate_risk
S025C002P056R001A080,NTU,moderate_risk
S025C002P056R002A080,NTU,moderate_risk
S025C002P058R001A080,NTU,moderate_risk
S025C002P058R002A080,NTU,moderate_risk
S025C002P059R001A080,NTU,moderate_risk
S025C002P059R002A080,NTU,moderate_risk
S025C002P065R001A080,NTU,moderate_risk
S025C002P065R002A080,NTU,moderate_risk
S025C002P066R001A080,NTU,moderate_risk
S025C002P066R002A080,NTU,moderate_risk
S025C002P068R001A080,NTU,moderate_risk
S025C002P068R002A080,NTU,moderate_risk
S025C003P055R001A080,NTU,moderate_risk
S025C003P055R002A080,NTU,moderate_risk
S025C003P056R001A080,NTU,moderate_risk
S025C003P056R002A080,NTU,moderate_risk
S025C003P058R001A080,NTU,moderate_risk
S025C003P058R002A080,NTU,moderate_risk
S025C003P059R001A080,NTU,moderate_risk
S025C003P059R002A080,NTU,moderate_risk
S025C003P065R001A080,NTU,moderate_risk
S025C003P065R002A080,NTU,moderate_risk
S025C003P066R001A080,NTU,moderate_risk
S025C003P066R002A080,NTU,moderate_risk
S025C003P068R001A080,NTU,moderate_risk
S025C003P068R002A080,NTU,moderate_risk
S026C002P008R001A080,NTU,moderate_risk
S026C002P008R002A080,NTU,moderate_risk
S026C002P041R001A080,NTU,moderate_risk
S026C002P041R002A080,NTU,moderate_risk
S026C002P044R001A080,NTU,moderate_risk
S026C002P044R002A080,NTU,moderate_risk
S026C002P049R001A080,NTU,moderate_risk
S026C002P049R002A080,NTU,moderate_risk
S026C002P050R001A080,NTU,moderate_risk
S026C002P050R002A080,NTU,moderate_risk
S026C002P069R001A080,NTU,moderate_risk
S026C002P069R002A080,NTU,moderate_risk
S026C002P070R001A080,NTU,moderate_risk
S026C002P070R002A080,NTU,moderate_risk
S026C002P071R001A080,NTU,moderate_risk
S026C002P071R002A080,NTU,moderate_risk
S026C002P074R001A080,NTU,moderate_risk
S026C002P074R002A080,NTU,moderate_risk
S026C002P075R001A080,NTU,moderate_risk
S026C002P075R002A080,NTU,moderate_risk
S026C002P076R001A080,NTU,moderate_risk
S026C002P076R002A080,NTU,moderate_risk
S026C002P077R001A080,NTU,moderate_risk
S026C002P077R002A080,NTU,moderate_risk
S026C003P008R001A080,NTU,moderate_risk
S026C003P008R002A080,NTU,moderate_risk
S026C003P041R001A080,NTU,moderate_risk
S026C003P041R002A080,NTU,moderate_risk
S026C003P044R001A080,NTU,moderate_risk
S026C003P044R002A080,NTU,moderate_risk
S026C003P049R001A080,NTU,moderate_risk
S026C003P049R002A080,NTU,moderate_risk
S026C003P050R001A080,NTU,moderate_risk
S026C003P050R002A080,NTU,moderate_risk
S026C003P069R001A080,NTU,moderate_risk
S026C003P069R002A080,NTU,moderate_risk
S026C003P070R001A080,NTU,moderate_risk
S026C003P070R002A080,NTU,moderate_risk
S026C003P071R001A080,NTU,moderate_risk
S026C003P071R002A080,NTU,moderate_risk
S026C003P074R001A080,NTU,moderate_risk
S026C003P074R002A080,NTU,moderate_risk
S026C003P075R001A080,NTU,moderate_risk
S026C003P075R002A080,NTU,moderate_risk
S026C003P076R001A080,NTU,moderate_risk
S026C003P076R002A080,NTU,moderate_risk
S026C003P077R001A080,NTU,moderate_risk
S026C003P077R002A080,NTU,moderate_risk
S027C002P006R001A080,NTU,moderate_risk
S027C002P006R002A080,NTU,moderate_risk
S027C002P008R001A080,NTU,moderate_risk
S027C002P008R002A080,NTU,moderate_risk
S027C002P011R001A080,NTU,moderate_risk
S027C002P011R002A080,NTU,moderate_risk
S027C002P041R001A080,NTU,moderate_risk
S027C002P041R002A080,NTU,moderate_risk
S027C002P043R001A080,NTU,moderate_risk
S027C002P043R002A080,NTU,moderate_risk
S027C002P044R001A080,NTU,moderate_risk
S027C002P044R002A080,NTU,moderate_risk
S027C002P078R001A080,NTU,moderate_risk
S027C002P078R002A080,NTU,moderate_risk
S027C002P079R001A080,NTU,moderate_risk
S027C002P079R002A080,NTU,moderate_risk
S027C002P080R001A080,NTU,moderate_risk
S027C002P080R002A080,NTU,moderate_risk
S027C002P082R001A080,NTU,moderate_risk
S027C002P082R002A080,NTU,moderate_risk
S027C002P084R001A080,NTU,moderate_risk
S027C002P084R002A080,NTU,moderate_risk
S027C002P086R001A080,NTU,moderate_risk
S027C002P086R002A080,NTU,moderate_risk
S027C003P006R001A080,NTU,moderate_risk
S027C003P006R002A080,NTU,moderate_risk
S027C003P008R001A080,NTU,moderate_risk
S027C003P008R002A080,NTU,moderate_risk
S027C003P011R001A080,NTU,moderate_risk
S027C003P011R002A080,NTU,moderate_risk
S027C003P041R001A080,NTU,moderate_risk
S027C003P041R002A080,NTU,moderate_risk
S027C003P043R001A080,NTU,moderate_risk
S027C003P043R002A080,NTU,moderate_risk
S027C003P044R001A080,NTU,moderate_risk
S027C003P044R002A080,NTU,moderate_risk
S027C003P078R001A080,NTU,moderate_risk
S027C003P078R002A080,NTU,moderate_risk
S027C003P079R001A080,NTU,moderate_risk
S027C003P079R002A080,NTU,moderate_risk
S027C003P080R001A080,NTU,moderate_risk
S027C003P080R002A080,NTU,moderate_risk
S027C003P082R001A080,NTU,moderate_risk
S027C003P082R002A080,NTU,moderate_risk
S027C003P084R001A080,NTU,moderate_risk
S027C003P084R002A080,NTU,moderate_risk
S027C003P086R001A080,NTU,moderate_risk
S027C003P086R002A080,NTU,moderate_risk
S028C002P008R001A080,NTU,moderate_risk
S028C002P008R002A080,NTU,moderate_risk
S028C002P041R001A080,NTU,moderate_risk
S028C002P041R002A080,NTU,moderate_risk
S028C002P042R001A080,NTU,moderate_risk
S028C002P042R002A080,NTU,moderate_risk
S028C002P043R001A080,NTU,moderate_risk
S028C002P043R002A080,NTU,moderate_risk
S028C002P046R001A080,NTU,moderate_risk
S028C002P046R002A080,NTU,moderate_risk
S028C002P048R001A080,NTU,moderate_risk
S028C002P048R002A080,NTU,moderate_risk
S028C002P070R001A080,NTU,moderate_risk
S028C002P070R002A080,NTU,moderate_risk
S028C002P073R001A080,NTU,moderate_risk
S028C002P073R002A080,NTU,moderate_risk
S028C002P087R001A080,NTU,moderate_risk
S028C002P087R002A080,NTU,moderate_risk
S028C003P008R001A080,NTU,moderate_risk
S028C003P008R002A080,NTU,moderate_risk
S028C003P041R001A080,NTU,moderate_risk
S028C003P041R002A080,NTU,moderate_risk
S028C003P042R001A080,NTU,moderate_risk
S028C003P042R002A080,NTU,moderate_risk
S028C003P043R001A080,NTU,moderate_risk
S028C003P043R002A080,NTU,moderate_risk
S028C003P046R001A080,NTU,moderate_risk
S028C003P046R002A080,NTU,moderate_risk
S028C003P048R001A080,NTU,moderate_risk
S028C003P048R002A080,NTU,moderate_risk
S028C003P070R001A080,NTU,moderate_risk
S028C003P070R002A080,NTU,moderate_risk
S028C003P073R001A080,NTU,moderate_risk
S028C003P073R002A080,NTU,moderate_risk
S028C003P087R001A080,NTU,moderate_risk
S028C003P087R002A080,NTU,moderate_risk
S029C002P006R001A080,NTU,moderate_risk
S029C002P006R002A080,NTU,moderate_risk
S029C002P008R001A080,NTU,moderate_risk
S029C002P008R002A080,NTU,moderate_risk
S029C002P041R001A080,NTU,moderate_risk
S029C002P041R002A080,NTU,moderate_risk
S029C002P043R001A080,NTU,moderate_risk
S029C002P043R002A080,NTU,moderate_risk
S029C002P044R001A080,NTU,moderate_risk
S029C002P044R002A080,NTU,moderate_risk
S029C002P048R001A080,NTU,moderate_risk
S029C002P048R002A080,NTU,moderate_risk
S029C002P049R001A080,NTU,moderate_risk
S029C002P049R002A080,NTU,moderate_risk
S029C002P067R001A080,NTU,moderate_risk
S029C002P067R002A080,NTU,moderate_risk
S029C002P074R001A080,NTU,moderate_risk
S029C002P074R002A080,NTU,moderate_risk
S029C002P075R001A080,NTU,moderate_risk
S029C002P075R002A080,NTU,moderate_risk
S029C002P080R001A080,NTU,moderate_risk
S029C002P080R002A080,NTU,moderate_risk
S029C002P088R001A080,NTU,moderate_risk
S029C002P088R002A080,NTU,moderate_risk
S029C002P089R001A080,NTU,moderate_risk
S029C002P089R002A080,NTU,moderate_risk
S029C002P090R001A080,NTU,moderate_risk
S029C002P090R002A080,NTU,moderate_risk
S029C003P006R001A080,NTU,moderate_risk
S029C003P006R002A080,NTU,moderate_risk
S029C003P008R001A080,NTU,moderate_risk
S029C003P008R002A080,NTU,moderate_risk
S029C003P041R001A080,NTU,moderate_risk
S029C003P041R002A080,NTU,moderate_risk
S029C003P043R001A080,NTU,moderate_risk
S029C003P043R002A080,NTU,moderate_risk
S029C003P044R001A080,NTU,moderate_risk
S029C003P044R002A080,NTU,moderate_risk
S029C003P048R001A080,NTU,moderate_risk
S029C003P048R002A080,NTU,moderate_risk
S029C003P049R001A080,NTU,moderate_risk
S029C003P049R002A080,NTU,moderate_risk
S029C003P067R001A080,NTU,moderate_risk
S029C003P067R002A080,NTU,moderate_risk
S029C003P074R001A080,NTU,moderate_risk
S029C003P074R002A080,NTU,moderate_risk
S029C003P075R001A080,NTU,moderate_risk
S029C003P075R002A080,NTU,moderate_risk
S029C003P080R001A080,NTU,moderate_risk
S029C003P080R002A080,NTU,moderate_risk
S029C003P088R001A080,NTU,moderate_risk
S029C003P088R002A080,NTU,moderate_risk
S029C003P089R001A080,NTU,moderate_risk
S029C003P089R002A080,NTU,moderate_risk
S029C003P090R001A080,NTU,moderate_risk
S029C003P090R002A080,NTU,moderate_risk
S030C002P008R001A080,NTU,moderate_risk
S030C002P008R002A080,NTU,moderate_risk
S030C002P011R001A080,NTU,moderate_risk
S030C002P011R002A080,NTU,moderate_risk
S030C002P041R001A080,NTU,moderate_risk
S030C002P041R002A080,NTU,moderate_risk
S030C002P043R001A080,NTU,moderate_risk
S030C002P043R002A080,NTU,moderate_risk
S030C002P044R001A080,NTU,moderate_risk
S030C002P044R002A080,NTU,moderate_risk
S030C002P048R001A080,NTU,moderate_risk
S030C002P048R002A080,NTU,moderate_risk
S030C002P067R001A080,NTU,moderate_risk
S030C002P067R002A080,NTU,moderate_risk
S030C002P075R001A080,NTU,moderate_risk
S030C002P075R002A080,NTU,moderate_risk
S030C002P076R001A080,NTU,moderate_risk
S030C002P076R002A080,NTU,moderate_risk
S030C002P088R001A080,NTU,moderate_risk
S030C002P088R002A080,NTU,moderate_risk
S030C002P091R001A080,NTU,moderate_risk
S030C002P091R002A080,NTU,moderate_risk
S030C002P092R001A080,NTU,moderate_risk
S030C002P092R002A080,NTU,moderate_risk
S030C002P093R001A080,NTU,moderate_risk
S030C002P093R002A080,NTU,moderate_risk
S030C002P094R001A080,NTU,moderate_risk
S030C002P094R002A080,NTU,moderate_risk
S030C002P095R001A080,NTU,moderate_risk
S030C002P095R002A080,NTU,moderate_risk
S030C002P096R001A080,NTU,moderate_risk
S030C002P096R002A080,NTU,moderate_risk
S030C003P008R001A080,NTU,moderate_risk
S030C003P008R002A080,NTU,moderate_risk
S030C003P011R001A080,NTU,moderate_risk
S030C003P011R002A080,NTU,moderate_risk
S030C003P041R001A080,NTU,moderate_risk
S030C003P041R002A080,NTU,moderate_risk
S030C003P043R001A080,NTU,moderate_risk
S030C003P043R002A080,NTU,moderate_risk
S030C003P044R001A080,NTU,moderate_risk
S030C003P044R002A080,NTU,moderate_risk
S030C003P048R001A080,NTU,moderate_risk
S030C003P048R002A080,NTU,moderate_risk
S030C003P067R001A080,NTU,moderate_risk
S030C003P067R002A080,NTU,moderate_risk
S030C003P075R001A080,NTU,moderate_risk
S030C003P075R002A080,NTU,moderate_risk
S030C003P076R001A080,NTU,moderate_risk
S030C003P076R002A080,NTU,moderate_risk
S030C003P088R001A080,NTU,moderate_risk
S030C003P088R002A080,NTU,moderate_risk
S030C003P091R001A080,NTU,moderate_risk
S030C003P091R002A080,NTU,moderate_risk
S030C003P092R001A080,NTU,moderate_risk
S030C003P092R002A080,NTU,moderate_risk
S030C003P093R001A080,NTU,moderate_risk
S030C003P093R002A080,NTU,moderate_risk
S030C003P094R001A080,NTU,moderate_risk
S030C003P094R002A080,NTU,moderate_risk
S030C003P095R001A080,NTU,moderate_risk
S030C003P095R002A080,NTU,moderate_risk
S030C003P096R001A080,NTU,moderate_risk
S030C003P096R002A080,NTU,moderate_risk
S031C002P006R001A080,NTU,moderate_risk
S031C002P006R002A080,NTU,moderate_risk
S031C002P008R001A080,NTU,moderate_risk
S031C002P008R002A080,NTU,moderate_risk
S031C002P041R001A080,NTU,moderate_risk
S031C002P041R002A080,NTU,moderate_risk
S031C002P042R001A080,NTU,moderate_risk
S031C002P042R002A080,NTU,moderate_risk
S031C002P043R001A080,NTU,moderate_risk
S031C002P043R002A080,NTU,moderate_risk
S031C002P044R001A080,NTU,moderate_risk
S031C002P044R002A080,NTU,moderate_risk
S031C002P067R001A080,NTU,moderate_risk
S031C002P067R002A080,NTU,moderate_risk
S031C002P082R001A080,NTU,moderate_risk
S031C002P082R002A080,NTU,moderate_risk
S031C002P096R001A080,NTU,moderate_risk
S031C002P096R002A080,NTU,moderate_risk
S031C002P097R001A080,NTU,moderate_risk
S031C002P097R002A080,NTU,moderate_risk
S031C002P098R001A080,NTU,moderate_risk
S031C002P098R002A080,NTU,moderate_risk
S031C002P099R001A080,NTU,moderate_risk
S031C002P099R002A080,NTU,moderate_risk
S031C002P100R001A080,NTU,moderate_risk
S031C002P100R002A080,NTU,moderate_risk
S031C002P101R001A080,NTU,moderate_risk
S031C002P101R002A080,NTU,moderate_risk
S031C003P006R001A080,NTU,moderate_risk
S031C003P006R002A080,NTU,moderate_risk
S031C003P008R001A080,NTU,moderate_risk
S031C003P008R002A080,NTU,moderate_risk
S031C003P041R001A080,NTU,moderate_risk
S031C003P041R002A080,NTU,moderate_risk
S031C003P042R001A080,NTU,moderate_risk
S031C003P042R002A080,NTU,moderate_risk
S031C003P043R001A080,NTU,moderate_risk
S031C003P043R002A080,NTU,moderate_risk
S031C003P044R001A080,NTU,moderate_risk
S031C003P044R002A080,NTU,moderate_risk
S031C003P067R001A080,NTU,moderate_risk
S031C003P067R002A080,NTU,moderate_risk
S031C003P082R001A080,NTU,moderate_risk
S031C003P082R002A080,NTU,moderate_risk
S031C003P096R001A080,NTU,moderate_risk
S031C003P096R002A080,NTU,moderate_risk
S031C003P097R001A080,NTU,moderate_risk
S031C003P097R002A080,NTU,moderate_risk
S031C003P098R001A080,NTU,moderate_risk
S031C003P098R002A080,NTU,moderate_risk
S031C003P099R001A080,NTU,moderate_risk
S031C003P099R002A080,NTU,moderate_risk
S031C003P100R001A080,NTU,moderate_risk
S031C003P100R002A080,NTU,moderate_risk
S031C003P101R001A080,NTU,moderate_risk
S031C003P101R002A080,NTU,moderate_risk
S032C002P008R001A080,NTU,moderate_risk
S032C002P008R002A080,NTU,moderate_risk
S032C002P041R001A080,NTU,moderate_risk
S032C002P041R002A080,NTU,moderate_risk
S032C002P043R001A080,NTU,moderate_risk
S032C002P043R002A080,NTU,moderate_risk
S032C002P044R001A080,NTU,moderate_risk
S032C002P044R002A080,NTU,moderate_risk
S032C002P067R001A080,NTU,moderate_risk
S032C002P067R002A080,NTU,moderate_risk
S032C002P102R001A080,NTU,moderate_risk
S032C002P102R002A080,NTU,moderate_risk
S032C002P103R001A080,NTU,moderate_risk
S032C002P103R002A080,NTU,moderate_risk
S032C002P104R001A080,NTU,moderate_risk
S032C002P104R002A080,NTU,moderate_risk
S032C002P105R001A080,NTU,moderate_risk
S032C002P105R002A080,NTU,moderate_risk
S032C002P106R001A080,NTU,moderate_risk
S032C002P106R002A080,NTU,moderate_risk
S032C003P008R001A080,NTU,moderate_risk
S032C003P008R002A080,NTU,moderate_risk
S032C003P041R001A080,NTU,moderate_risk
S032C003P041R002A080,NTU,moderate_risk
S032C003P043R001A080,NTU,moderate_risk
S032C003P043R002A080,NTU,moderate_risk
S032C003P044R001A080,NTU,moderate_risk
S032C003P044R002A080,NTU,moderate_risk
S032C003P067R001A080,NTU,moderate_risk
S032C003P067R002A080,NTU,moderate_risk
S032C003P102R001A080,NTU,moderate_risk
S032C003P102R002A080,NTU,moderate_risk
S032C003P103R001A080,NTU,moderate_risk
S032C003P103R002A080,NTU,moderate_risk
S032C003P104R001A080,NTU,moderate_risk
S032C003P104R002A080,NTU,moderate_risk
S032C003P105R001A080,NTU,moderate_risk
S032C003P105R002A080,NTU,moderate_risk
S032C003P106R001A080,NTU,moderate_risk
S032C003P106R002A080,NTU,moderate_risk
